Statistic Label,Year,Region,UNIT,VALUE,Adjusted Value
Forage Plants - Output,2022,West,Euro Million,176.9805636,182.4541892783505
Forage Plants - Output,2022,Southern,Euro Million,641.7928803,661.6421446391752
Forage Plants - Output,2022,Mid-West,Euro Million,182.2256968,187.8615430927835
Forage Plants - Output,2022,South-East,Euro Million,201.150102,207.37123917525773
Forage Plants - Output,2022,South-West,Euro Million,258.4170816,266.4093624742268
Forage Plants - Output,2022,Eastern and Midland,Euro Million,322.6813987,332.6612357731958
Forage Plants - Output,2022,Dublin and Mid-East,Euro Million,193.7621999,199.75484525773194
Forage Plants - Output,2022,Midland,Euro Million,128.9191988,132.9063905154639
Vegetables,2010,State,Euro Million,186.4,226.7639902676399
Vegetables,2010,Northern and Western,Euro Million,85.3,103.7712895377129
Vegetables,2010,Border,Euro Million,74.1,90.14598540145985
Vegetables,2010,West,Euro Million,11.3,13.746958637469588
Vegetables,2010,Southern,Euro Million,34.0,41.36253041362531
Vegetables,2010,Mid-West,Euro Million,8.7,10.583941605839415
Vegetables,2010,South-East,Euro Million,17.0,20.681265206812654
Vegetables,2010,South-West,Euro Million,8.4,10.218978102189782
Vegetables,2010,Eastern and Midland,Euro Million,67.1,81.6301703163017
Vegetables,2010,Dublin and Mid-East,Euro Million,61.6,74.93917274939173
Vegetables,2010,Midland,Euro Million,5.5,6.690997566909976
Vegetables,2011,State,Euro Million,191.0,226.03550295857988
Vegetables,2011,Northern and Western,Euro Million,86.5,102.36686390532545
Vegetables,2011,Border,Euro Million,75.5,89.3491124260355
Vegetables,2011,West,Euro Million,11.0,13.017751479289942
Vegetables,2011,Southern,Euro Million,34.1,40.35502958579882
Vegetables,2011,Mid-West,Euro Million,10.7,12.662721893491124
Vegetables,2011,South-East,Euro Million,15.4,18.22485207100592
Vegetables,2011,South-West,Euro Million,8.0,9.467455621301776
Vegetables,2011,Eastern and Midland,Euro Million,70.4,83.31360946745563
Vegetables,2011,Dublin and Mid-East,Euro Million,64.8,76.68639053254438
Vegetables,2011,Midland,Euro Million,5.6,6.627218934911243
Vegetables,2012,State,Euro Million,195.4,229.6122209165688
Vegetables,2012,Northern and Western,Euro Million,96.4,113.27849588719157
Vegetables,2012,Border,Euro Million,84.4,99.17743830787312
Vegetables,2012,West,Euro Million,12.0,14.10105757931845
Vegetables,2012,Southern,Euro Million,35.2,41.36310223266746
Vegetables,2012,Mid-West,Euro Million,9.8,11.515863689776737
Vegetables,2012,South-East,Euro Million,18.1,21.269095182138667
Vegetables,2012,South-West,Euro Million,7.3,8.578143360752058
Vegetables,2012,Eastern and Midland,Euro Million,63.8,74.97062279670976
Vegetables,2012,Dublin and Mid-East,Euro Million,57.2,67.21504112808462
Vegetables,2012,Midland,Euro Million,6.7,7.873090481786135
Vegetables,2013,State,Euro Million,209.2,244.96487119437938
Vegetables,2013,Northern and Western,Euro Million,104.4,122.24824355971897
Vegetables,2013,Border,Euro Million,91.3,106.9086651053864
Vegetables,2013,West,Euro Million,13.1,15.339578454332552
Vegetables,2013,Southern,Euro Million,35.6,41.686182669789225
Vegetables,2013,Mid-West,Euro Million,10.6,12.412177985948476
Vegetables,2013,South-East,Euro Million,17.2,20.140515222482435
Vegetables,2013,South-West,Euro Million,7.7,9.01639344262295
Vegetables,2013,Eastern and Midland,Euro Million,69.2,81.0304449648712
Vegetables,2013,Dublin and Mid-East,Euro Million,62.2,72.83372365339578
Vegetables,2013,Midland,Euro Million,7.1,8.313817330210773
Vegetables,2014,State,Euro Million,227.1,264.9941656942824
Vegetables,2014,Northern and Western,Euro Million,114.6,133.7222870478413
Vegetables,2014,Border,Euro Million,100.1,116.80280046674446
Vegetables,2014,West,Euro Million,14.5,16.919486581096848
Vegetables,2014,Southern,Euro Million,40.1,46.79113185530922
Vegetables,2014,Mid-West,Euro Million,11.3,13.185530921820304
Vegetables,2014,South-East,Euro Million,21.1,24.620770128354728
Vegetables,2014,South-West,Euro Million,7.6,8.868144690781797
Vegetables,2014,Eastern and Midland,Euro Million,72.4,84.48074679113186
Vegetables,2014,Dublin and Mid-East,Euro Million,65.0,75.84597432905484
Vegetables,2014,Midland,Euro Million,7.4,8.634772462077013
Vegetables,2015,State,Euro Million,236.9,277.07602339181284
Vegetables,2015,Northern and Western,Euro Million,117.5,137.4269005847953
Vegetables,2015,Border,Euro Million,102.6,119.99999999999999
Vegetables,2015,West,Euro Million,14.9,17.42690058479532
Vegetables,2015,Southern,Euro Million,45.6,53.33333333333333
Vegetables,2015,Mid-West,Euro Million,12.4,14.502923976608187
Vegetables,2015,South-East,Euro Million,24.6,28.771929824561404
Vegetables,2015,South-West,Euro Million,8.7,10.175438596491226
Vegetables,2015,Eastern and Midland,Euro Million,73.8,86.3157894736842
Vegetables,2015,Dublin and Mid-East,Euro Million,64.6,75.55555555555554
Vegetables,2015,Midland,Euro Million,9.2,10.760233918128653
Vegetables,2016,State,Euro Million,228.0,265.73426573426576
Vegetables,2016,Northern and Western,Euro Million,106.1,123.65967365967366
Vegetables,2016,Border,Euro Million,91.4,106.52680652680654
Vegetables,2016,West,Euro Million,14.7,17.132867132867133
Vegetables,2016,Southern,Euro Million,43.8,51.04895104895105
Vegetables,2016,Mid-West,Euro Million,10.3,12.004662004662006
Vegetables,2016,South-East,Euro Million,25.4,29.603729603729604
Vegetables,2016,South-West,Euro Million,8.1,9.44055944055944
Vegetables,2016,Eastern and Midland,Euro Million,78.0,90.9090909090909
Vegetables,2016,Dublin and Mid-East,Euro Million,71.3,83.1002331002331
Vegetables,2016,Midland,Euro Million,6.7,7.80885780885781
Vegetables,2017,State,Euro Million,221.5302182,255.2191453917051
Vegetables,2017,Northern and Western,Euro Million,102.8888171,118.53550357142858
Vegetables,2017,Border,Euro Million,88.57076934,102.04005684331798
Vegetables,2017,West,Euro Million,14.31804774,16.495446705069128
Vegetables,2017,Southern,Euro Million,44.67755285,51.471835080645164
Vegetables,2017,Mid-West,Euro Million,10.46637261,12.058032960829495
Vegetables,2017,South-East,Euro Million,24.4190707,28.13256993087558
Vegetables,2017,South-West,Euro Million,9.792109539,11.281232187788019
Vegetables,2017,Eastern and Midland,Euro Million,73.96384822,85.21180670506914
Vegetables,2017,Dublin and Mid-East,Euro Million,65.76977608,75.77163142857144
Vegetables,2017,Midland,Euro Million,8.194072148,9.440175285714286
Vegetables,2018,State,Euro Million,226.2106618,257.93690057012543
Vegetables,2018,Northern and Western,Euro Million,101.2841616,115.48935188141391
Vegetables,2018,Border,Euro Million,87.91206662,100.24180914481187
Vegetables,2018,West,Euro Million,13.37209497,15.247542725199542
Vegetables,2018,Southern,Euro Million,43.62152459,49.73948071835804
Vegetables,2018,Mid-West,Euro Million,11.22180523,12.795673010262258
Vegetables,2018,South-East,Euro Million,24.88666211,28.377037753705814
Vegetables,2018,South-West,Euro Million,7.513057251,8.566769955530217
Vegetables,2018,Eastern and Midland,Euro Million,81.30497561,92.70806797035348
Vegetables,2018,Dublin and Mid-East,Euro Million,72.26537548,82.40065619156215
Vegetables,2018,Midland,Euro Million,9.039600134,10.307411783352338
Vegetables,2019,State,Euro Million,227.350849,256.6036670428894
Vegetables,2019,Northern and Western,Euro Million,102.609594,115.81218284424381
Vegetables,2019,Border,Euro Million,89.40477043,100.9083187697517
Vegetables,2019,West,Euro Million,13.20482355,14.903864051918738
Vegetables,2019,Southern,Euro Million,45.0111729,50.802678216704294
Vegetables,2019,Mid-West,Euro Million,10.8108924,12.201910158013545
Vegetables,2019,South-East,Euro Million,24.18161966,27.293024446952597
Vegetables,2019,South-West,Euro Million,10.01866084,11.30774361173815
Vegetables,2019,Eastern and Midland,Euro Million,79.73008215,89.98880603837472
Vegetables,2019,Dublin and Mid-East,Euro Million,69.98574018,78.9906774040632
Vegetables,2019,Midland,Euro Million,9.74434197,10.998128634311515
Vegetables,2020,State,Euro Million,239.3089733,268.28360235426004
Vegetables,2020,Northern and Western,Euro Million,79.28918811,88.88922433856501
Vegetables,2020,Border,Euro Million,41.86584493,46.934803733183855
Vegetables,2020,West,Euro Million,37.42334318,41.954420605381166
Vegetables,2020,Southern,Euro Million,63.41035901,71.0878464237668
Vegetables,2020,Mid-West,Euro Million,19.24959841,21.580267275784752
Vegetables,2020,South-East,Euro Million,25.98468552,29.130813363228697
Vegetables,2020,South-West,Euro Million,18.17607509,20.376765795964126
Vegetables,2020,Eastern and Midland,Euro Million,96.60942616,108.30653156950672
Vegetables,2020,Dublin and Mid-East,Euro Million,83.72835523,93.86586909192825
Vegetables,2020,Midland,Euro Million,12.88107094,14.440662488789238
Vegetables,2021,State,Euro Million,248.01451,271.0541092896175
Vegetables,2021,Northern and Western,Euro Million,83.40777712,91.15604056830603
Vegetables,2021,Border,Euro Million,44.3262368,48.44397464480875
Vegetables,2021,West,Euro Million,39.08154032,42.71206592349727
Vegetables,2021,Southern,Euro Million,63.47656014,69.37328977049181
Vegetables,2021,Mid-West,Euro Million,20.20753901,22.084742087431696
Vegetables,2021,South-East,Euro Million,26.29265147,28.735138218579237
Vegetables,2021,South-West,Euro Million,16.97636965,18.553409453551915
Vegetables,2021,Eastern and Midland,Euro Million,101.1301727,110.52477890710384
Vegetables,2021,Dublin and Mid-East,Euro Million,87.3608077,95.47629256830602
Vegetables,2021,Midland,Euro Million,13.76936505,15.048486393442623
Vegetables,2022,State,Euro Million,260.9340306,269.00415525773195
Vegetables,2022,Northern and Western,Euro Million,84.65474039,87.27292823711339
Vegetables,2022,Border,Euro Million,44.53950162,45.91701197938144
Vegetables,2022,West,Euro Million,40.11523877,41.355916257731955
Vegetables,2022,Southern,Euro Million,68.99944935,71.13345293814433
Vegetables,2022,Mid-West,Euro Million,21.95126402,22.630169092783504
Vegetables,2022,South-East,Euro Million,25.65860971,26.452174958762885
Vegetables,2022,South-West,Euro Million,21.38957562,22.051108886597934
Vegetables,2022,Eastern and Midland,Euro Million,107.2798408,110.59777402061854
Vegetables,2022,Dublin and Mid-East,Euro Million,92.68742237,95.55404368041235
Vegetables,2022,Midland,Euro Million,14.59241848,15.043730391752575
Fresh Fruit,2010,State,Euro Million,35.2,42.82238442822385
Fresh Fruit,2010,Northern and Western,Euro Million,2.9,3.5279805352798053
Fresh Fruit,2010,Border,Euro Million,2.0,2.4330900243309004
Fresh Fruit,2010,West,Euro Million,0.9,1.094890510948905
Fresh Fruit,2010,Southern,Euro Million,15.2,18.491484184914842
Fresh Fruit,2010,Mid-West,Euro Million,2.1,2.5547445255474455
Fresh Fruit,2010,South-East,Euro Million,8.1,9.854014598540147
Fresh Fruit,2010,South-West,Euro Million,5.1,6.204379562043796
Fresh Fruit,2010,Eastern and Midland,Euro Million,17.2,20.924574209245744
Fresh Fruit,2010,Dublin and Mid-East,Euro Million,15.0,18.248175182481752
Fresh Fruit,2010,Midland,Euro Million,2.2,2.6763990267639906
Fresh Fruit,2011,State,Euro Million,34.9,41.30177514792899
Fresh Fruit,2011,Northern and Western,Euro Million,3.0,3.550295857988166
Fresh Fruit,2011,Border,Euro Million,2.1,2.4852071005917162
Fresh Fruit,2011,West,Euro Million,0.8,0.9467455621301776
Fresh Fruit,2011,Southern,Euro Million,14.8,17.514792899408285
Fresh Fruit,2011,Mid-West,Euro Million,2.0,2.366863905325444
Fresh Fruit,2011,South-East,Euro Million,7.7,9.11242603550296
Fresh Fruit,2011,South-West,Euro Million,5.1,6.035502958579881
Fresh Fruit,2011,Eastern and Midland,Euro Million,17.2,20.355029585798817
Fresh Fruit,2011,Dublin and Mid-East,Euro Million,15.0,17.75147928994083
Fresh Fruit,2011,Midland,Euro Million,2.2,2.6035502958579886
Fresh Fruit,2012,State,Euro Million,46.4,54.52408930669801
Fresh Fruit,2012,Northern and Western,Euro Million,3.9,4.582843713278496
Fresh Fruit,2012,Border,Euro Million,2.8,3.290246768507638
Fresh Fruit,2012,West,Euro Million,1.1,1.292596944770858
Fresh Fruit,2012,Southern,Euro Million,19.8,23.266745005875446
Fresh Fruit,2012,Mid-West,Euro Million,2.4,2.82021151586369
Fresh Fruit,2012,South-East,Euro Million,10.4,12.220916568742657
Fresh Fruit,2012,South-West,Euro Million,7.0,8.225616921269097
Fresh Fruit,2012,Eastern and Midland,Euro Million,22.7,26.67450058754407
Fresh Fruit,2012,Dublin and Mid-East,Euro Million,19.8,23.266745005875446
Fresh Fruit,2012,Midland,Euro Million,2.9,3.4077555816686256
Fresh Fruit,2013,State,Euro Million,48.9,57.259953161592506
Fresh Fruit,2013,Northern and Western,Euro Million,4.0,4.68384074941452
Fresh Fruit,2013,Border,Euro Million,2.9,3.3957845433255267
Fresh Fruit,2013,West,Euro Million,1.1,1.288056206088993
Fresh Fruit,2013,Southern,Euro Million,21.1,24.707259953161593
Fresh Fruit,2013,Mid-West,Euro Million,2.6,3.0444964871194378
Fresh Fruit,2013,South-East,Euro Million,11.5,13.466042154566745
Fresh Fruit,2013,South-West,Euro Million,7.1,8.313817330210773
Fresh Fruit,2013,Eastern and Midland,Euro Million,23.7,27.751756440281028
Fresh Fruit,2013,Dublin and Mid-East,Euro Million,20.8,24.355971896955502
Fresh Fruit,2013,Midland,Euro Million,3.0,3.51288056206089
Fresh Fruit,2014,State,Euro Million,49.9,58.22637106184364
Fresh Fruit,2014,Northern and Western,Euro Million,4.1,4.784130688448075
Fresh Fruit,2014,Border,Euro Million,2.9,3.38389731621937
Fresh Fruit,2014,West,Euro Million,1.2,1.4002333722287048
Fresh Fruit,2014,Southern,Euro Million,21.9,25.55425904317386
Fresh Fruit,2014,Mid-West,Euro Million,2.8,3.267211201866978
Fresh Fruit,2014,South-East,Euro Million,12.2,14.235705950991832
Fresh Fruit,2014,South-West,Euro Million,6.8,7.934655775962661
Fresh Fruit,2014,Eastern and Midland,Euro Million,23.9,27.887981330221702
Fresh Fruit,2014,Dublin and Mid-East,Euro Million,21.0,24.504084014002334
Fresh Fruit,2014,Midland,Euro Million,2.9,3.38389731621937
Fresh Fruit,2015,State,Euro Million,50.8,59.415204678362564
Fresh Fruit,2015,Northern and Western,Euro Million,4.1,4.7953216374269
Fresh Fruit,2015,Border,Euro Million,2.9,3.3918128654970756
Fresh Fruit,2015,West,Euro Million,1.2,1.4035087719298245
Fresh Fruit,2015,Southern,Euro Million,23.3,27.251461988304094
Fresh Fruit,2015,Mid-West,Euro Million,3.2,3.742690058479532
Fresh Fruit,2015,South-East,Euro Million,13.0,15.204678362573098
Fresh Fruit,2015,South-West,Euro Million,7.0,8.187134502923977
Fresh Fruit,2015,Eastern and Midland,Euro Million,23.4,27.368421052631575
Fresh Fruit,2015,Dublin and Mid-East,Euro Million,20.4,23.859649122807014
Fresh Fruit,2015,Midland,Euro Million,3.0,3.508771929824561
Fresh Fruit,2016,State,Euro Million,51.1,59.55710955710956
Fresh Fruit,2016,Northern and Western,Euro Million,4.2,4.895104895104896
Fresh Fruit,2016,Border,Euro Million,2.9,3.37995337995338
Fresh Fruit,2016,West,Euro Million,1.3,1.5151515151515154
Fresh Fruit,2016,Southern,Euro Million,23.9,27.855477855477854
Fresh Fruit,2016,Mid-West,Euro Million,3.4,3.9627039627039626
Fresh Fruit,2016,South-East,Euro Million,13.5,15.734265734265735
Fresh Fruit,2016,South-West,Euro Million,7.1,8.275058275058274
Fresh Fruit,2016,Eastern and Midland,Euro Million,23.1,26.923076923076927
Fresh Fruit,2016,Dublin and Mid-East,Euro Million,20.0,23.31002331002331
Fresh Fruit,2016,Midland,Euro Million,3.0,3.4965034965034967
Fresh Fruit,2017,State,Euro Million,54.4203856,62.696296774193556
Fresh Fruit,2017,Northern and Western,Euro Million,4.313134341,4.969048779953917
Fresh Fruit,2017,Border,Euro Million,2.990690795,3.445496307603687
Fresh Fruit,2017,West,Euro Million,1.322443545,1.523552471198157
Fresh Fruit,2017,Southern,Euro Million,25.28095254,29.12552135944701
Fresh Fruit,2017,Mid-West,Euro Million,3.569279662,4.112073343317973
Fresh Fruit,2017,South-East,Euro Million,14.13296981,16.28222328341014
Fresh Fruit,2017,South-West,Euro Million,7.578703071,8.731224736175117
Fresh Fruit,2017,Eastern and Midland,Euro Million,24.82629872,28.601726635944704
Fresh Fruit,2017,Dublin and Mid-East,Euro Million,21.6124321,24.89911532258065
Fresh Fruit,2017,Midland,Euro Million,3.213866621,3.7026113145161297
Fresh Fruit,2018,State,Euro Million,51.308686,58.50477309007982
Fresh Fruit,2018,Northern and Western,Euro Million,3.838600634,4.376967655644242
Fresh Fruit,2018,Border,Euro Million,2.640072496,3.0103449213226914
Fresh Fruit,2018,West,Euro Million,1.198528138,1.3666227343215507
Fresh Fruit,2018,Southern,Euro Million,24.11345645,27.495389338654505
Fresh Fruit,2018,Mid-West,Euro Million,3.46062468,3.945980250855188
Fresh Fruit,2018,South-East,Euro Million,13.64181018,15.555085724059293
Fresh Fruit,2018,South-West,Euro Million,7.011021597,7.994323371721779
Fresh Fruit,2018,Eastern and Midland,Euro Million,23.35662891,26.632416088939568
Fresh Fruit,2018,Dublin and Mid-East,Euro Million,20.28262769,23.127283568985177
Fresh Fruit,2018,Midland,Euro Million,3.074001217,3.5051325165336378
Fresh Fruit,2019,State,Euro Million,55.056683,62.14072573363431
Fresh Fruit,2019,Northern and Western,Euro Million,4.122388336,4.652808505643342
Fresh Fruit,2019,Border,Euro Million,2.870070973,3.239357757336343
Fresh Fruit,2019,West,Euro Million,1.252317363,1.4134507483069978
Fresh Fruit,2019,Southern,Euro Million,25.41904404,28.689665959367947
Fresh Fruit,2019,Mid-West,Euro Million,3.506611057,3.9578002900677207
Fresh Fruit,2019,South-East,Euro Million,14.29051806,16.12925288939052
Fresh Fruit,2019,South-West,Euro Million,7.621914924,8.602612781038376
Fresh Fruit,2019,Eastern and Midland,Euro Million,25.51525062,28.798251264108355
Fresh Fruit,2019,Dublin and Mid-East,Euro Million,22.20186068,25.058533498871334
Fresh Fruit,2019,Midland,Euro Million,3.313389936,3.739717760722348
Fresh Fruit,2020,State,Euro Million,56.1093312,62.90283766816143
Fresh Fruit,2020,Northern and Western,Euro Million,0.961841722,1.078297894618834
Fresh Fruit,2020,Border,Euro Million,0.428242195,0.4800921468609865
Fresh Fruit,2020,West,Euro Million,0.533599527,0.5982057477578475
Fresh Fruit,2020,Southern,Euro Million,19.49697287,21.85759290358744
Fresh Fruit,2020,Mid-West,Euro Million,2.204195105,2.471070745515695
Fresh Fruit,2020,South-East,Euro Million,15.86732527,17.788481244394617
Fresh Fruit,2020,South-West,Euro Million,1.425452495,1.5980409136771299
Fresh Fruit,2020,Eastern and Midland,Euro Million,35.65051661,39.966946872197305
Fresh Fruit,2020,Dublin and Mid-East,Euro Million,34.80490974,39.018957107623315
Fresh Fruit,2020,Midland,Euro Million,0.845606865,0.9479897589686098
Fresh Fruit,2021,State,Euro Million,57.6102786,62.962053114754106
Fresh Fruit,2021,Northern and Western,Euro Million,0.835378834,0.9129823322404372
Fresh Fruit,2021,Border,Euro Million,0.321399358,0.3512561289617487
Fresh Fruit,2021,West,Euro Million,0.513979476,0.5617262032786886
Fresh Fruit,2021,Southern,Euro Million,18.70540247,20.44306280874317
Fresh Fruit,2021,Mid-West,Euro Million,1.825347555,1.994915360655738
Fresh Fruit,2021,South-East,Euro Million,15.67344059,17.129443267759566
Fresh Fruit,2021,South-West,Euro Million,1.206614324,1.3187041792349727
Fresh Fruit,2021,Eastern and Midland,Euro Million,38.0694973,41.60600797814208
Fresh Fruit,2021,Dublin and Mid-East,Euro Million,37.3136352,40.779929180327876
Fresh Fruit,2021,Midland,Euro Million,0.755862094,0.8260787912568307
Fresh Fruit,2022,State,Euro Million,63.4067804,65.36781484536083
Fresh Fruit,2022,Northern and Western,Euro Million,1.058778316,1.0915240371134018
Fresh Fruit,2022,Border,Euro Million,0.414277654,0.42709036494845354
Fresh Fruit,2022,West,Euro Million,0.644500662,0.6644336721649484
Fresh Fruit,2022,Southern,Euro Million,21.70420611,22.375470216494843
Fresh Fruit,2022,Mid-West,Euro Million,2.758208791,2.843514217525773
Fresh Fruit,2022,South-East,Euro Million,17.4036367,17.94189350515464
Fresh Fruit,2022,South-West,Euro Million,1.542360623,1.5900624979381441
Fresh Fruit,2022,Eastern and Midland,Euro Million,40.64379597,41.900820587628864
Fresh Fruit,2022,Dublin and Mid-East,Euro Million,39.46120347,40.68165306185567
Fresh Fruit,2022,Midland,Euro Million,1.182592499,1.219167524742268
Other Crops,2010,State,Euro Million,92.6,112.65206812652067
Other Crops,2010,Northern and Western,Euro Million,22.2,27.007299270072995
Other Crops,2010,Border,Euro Million,5.2,6.326034063260341
Other Crops,2010,West,Euro Million,17.0,20.681265206812654
Other Crops,2010,Southern,Euro Million,54.4,66.18004866180048
Other Crops,2010,Mid-West,Euro Million,13.7,16.666666666666668
Other Crops,2010,South-East,Euro Million,31.0,37.71289537712896
Other Crops,2010,South-West,Euro Million,9.8,11.922141119221413
Other Crops,2010,Eastern and Midland,Euro Million,16.0,19.464720194647203
Other Crops,2010,Dublin and Mid-East,Euro Million,7.5,9.124087591240876
Other Crops,2010,Midland,Euro Million,8.5,10.340632603406327
Other Crops,2011,State,Euro Million,107.2,126.8639053254438
Other Crops,2011,Northern and Western,Euro Million,23.3,27.573964497041423
Other Crops,2011,Border,Euro Million,4.8,5.680473372781065
Other Crops,2011,West,Euro Million,18.5,21.893491124260358
Other Crops,2011,Southern,Euro Million,59.0,69.8224852071006
Other Crops,2011,Mid-West,Euro Million,10.9,12.89940828402367
Other Crops,2011,South-East,Euro Million,31.4,37.15976331360947
Other Crops,2011,South-West,Euro Million,16.8,19.88165680473373
Other Crops,2011,Eastern and Midland,Euro Million,24.9,29.467455621301774
Other Crops,2011,Dublin and Mid-East,Euro Million,14.6,17.27810650887574
Other Crops,2011,Midland,Euro Million,10.3,12.189349112426036
Other Crops,2012,State,Euro Million,96.9,113.8660399529965
Other Crops,2012,Northern and Western,Euro Million,23.1,27.14453584018802
Other Crops,2012,Border,Euro Million,6.8,7.990599294947122
Other Crops,2012,West,Euro Million,16.3,19.153936545240896
Other Crops,2012,Southern,Euro Million,51.8,60.86956521739131
Other Crops,2012,Mid-West,Euro Million,9.3,10.9283196239718
Other Crops,2012,South-East,Euro Million,26.8,31.49236192714454
Other Crops,2012,South-West,Euro Million,15.6,18.331374853113985
Other Crops,2012,Eastern and Midland,Euro Million,22.1,25.969447708578148
Other Crops,2012,Dublin and Mid-East,Euro Million,13.9,16.333725029377206
Other Crops,2012,Midland,Euro Million,8.1,9.518213866039954
Other Crops,2013,State,Euro Million,60.1,70.37470725995315
Other Crops,2013,Northern and Western,Euro Million,1.1,1.288056206088993
Other Crops,2013,Border,Euro Million,0.5,0.585480093676815
Other Crops,2013,West,Euro Million,0.5,0.585480093676815
Other Crops,2013,Southern,Euro Million,46.8,54.80093676814988
Other Crops,2013,Mid-West,Euro Million,7.3,8.548009367681498
Other Crops,2013,South-East,Euro Million,29.0,33.957845433255265
Other Crops,2013,South-West,Euro Million,10.5,12.295081967213115
Other Crops,2013,Eastern and Midland,Euro Million,12.2,14.285714285714285
Other Crops,2013,Dublin and Mid-East,Euro Million,8.7,10.18735362997658
Other Crops,2013,Midland,Euro Million,3.5,4.098360655737705
Other Crops,2014,State,Euro Million,59.0,68.84480746791132
Other Crops,2014,Northern and Western,Euro Million,0.8,0.9334889148191365
Other Crops,2014,Border,Euro Million,0.5,0.5834305717619603
Other Crops,2014,West,Euro Million,0.3,0.3500583430571762
Other Crops,2014,Southern,Euro Million,47.1,54.959159859976666
Other Crops,2014,Mid-West,Euro Million,7.7,8.98483080513419
Other Crops,2014,South-East,Euro Million,25.8,30.105017502917153
Other Crops,2014,South-West,Euro Million,13.7,15.985997666277713
Other Crops,2014,Eastern and Midland,Euro Million,11.1,12.95215869311552
Other Crops,2014,Dublin and Mid-East,Euro Million,8.4,9.801633605600934
Other Crops,2014,Midland,Euro Million,2.7,3.150525087514586
Other Crops,2015,State,Euro Million,65.2,76.25730994152046
Other Crops,2015,Northern and Western,Euro Million,1.5,1.7543859649122806
Other Crops,2015,Border,Euro Million,1.0,1.1695906432748537
Other Crops,2015,West,Euro Million,0.5,0.5847953216374269
Other Crops,2015,Southern,Euro Million,48.3,56.49122807017543
Other Crops,2015,Mid-West,Euro Million,6.8,7.953216374269005
Other Crops,2015,South-East,Euro Million,28.1,32.865497076023395
Other Crops,2015,South-West,Euro Million,13.4,15.67251461988304
Other Crops,2015,Eastern and Midland,Euro Million,15.4,18.01169590643275
Other Crops,2015,Dublin and Mid-East,Euro Million,12.5,14.619883040935672
Other Crops,2015,Midland,Euro Million,2.9,3.3918128654970756
Other Crops,2016,State,Euro Million,72.1,84.03263403263404
Other Crops,2016,Northern and Western,Euro Million,1.0,1.1655011655011656
Other Crops,2016,Border,Euro Million,0.7,0.8158508158508159
Other Crops,2016,West,Euro Million,0.3,0.34965034965034963
Other Crops,2016,Southern,Euro Million,55.3,64.45221445221445
Other Crops,2016,Mid-West,Euro Million,8.0,9.324009324009324
Other Crops,2016,South-East,Euro Million,31.1,36.24708624708625
Other Crops,2016,South-West,Euro Million,16.2,18.88111888111888
Other Crops,2016,Eastern and Midland,Euro Million,15.8,18.414918414918418
Other Crops,2016,Dublin and Mid-East,Euro Million,14.2,16.55011655011655
Other Crops,2016,Midland,Euro Million,1.7,1.9813519813519813
Other Crops,2017,State,Euro Million,79.1918907,91.23489711981568
Other Crops,2017,Northern and Western,Euro Million,1.201203083,1.3838745195852535
Other Crops,2017,Border,Euro Million,0.909991161,1.04837691359447
Other Crops,2017,West,Euro Million,0.291211922,0.33549760599078343
Other Crops,2017,Southern,Euro Million,60.04570904,69.17708414746544
Other Crops,2017,Mid-West,Euro Million,6.254172146,7.2052674493087565
Other Crops,2017,South-East,Euro Million,36.72470838,42.309571866359455
Other Crops,2017,South-West,Euro Million,17.06682851,19.662244827188943
Other Crops,2017,Eastern and Midland,Euro Million,17.94497858,20.6739384562212
Other Crops,2017,Dublin and Mid-East,Euro Million,15.8773115,18.291833525345623
Other Crops,2017,Midland,Euro Million,2.067667082,2.3821049331797237
Other Crops,2018,State,Euro Million,80.50493489,91.79582085518814
Other Crops,2018,Northern and Western,Euro Million,0.279315066,0.31848924287343217
Other Crops,2018,Border,Euro Million,0.184116515,0.20993901368301027
Other Crops,2018,West,Euro Million,0.095198551,0.1085502291904219
Other Crops,2018,Southern,Euro Million,57.95001542,66.07755464082098
Other Crops,2018,Mid-West,Euro Million,10.7853317,12.297983694412771
Other Crops,2018,South-East,Euro Million,32.44362573,36.99387198403649
Other Crops,2018,South-West,Euro Million,14.72105799,16.785698962371722
Other Crops,2018,Eastern and Midland,Euro Million,22.27560441,25.399776978335233
Other Crops,2018,Dublin and Mid-East,Euro Million,18.81313633,21.45169478905359
Other Crops,2018,Midland,Euro Million,3.462468081,3.948082190421893
Other Crops,2019,State,Euro Million,82.28432639,92.87170021444696
Other Crops,2019,Northern and Western,Euro Million,1.396981339,1.576728373589165
Other Crops,2019,Border,Euro Million,1.333867672,1.505493986455982
Other Crops,2019,West,Euro Million,0.063113667,0.07123438713318285
Other Crops,2019,Southern,Euro Million,57.55206474,64.95718367945824
Other Crops,2019,Mid-West,Euro Million,4.19668529,4.736665112866817
Other Crops,2019,South-East,Euro Million,38.23710401,43.15700226862303
Other Crops,2019,South-West,Euro Million,15.11827544,17.0635162979684
Other Crops,2019,Eastern and Midland,Euro Million,23.33528031,26.337788160270883
Other Crops,2019,Dublin and Mid-East,Euro Million,19.9988962,22.57211760722348
Other Crops,2019,Midland,Euro Million,3.33638411,3.7656705530474044
Other Crops,2020,State,Euro Million,96.66029439,108.36355873318385
Other Crops,2020,Northern and Western,Euro Million,1.7721723,1.9867402466367712
Other Crops,2020,Border,Euro Million,1.707930545,1.914720341928251
Other Crops,2020,West,Euro Million,0.064241755,0.07201990470852017
