Statistic Label,Year,Region,UNIT,VALUE,Adjusted Value
Intermediate Consumption,2013,South-West,Euro Million,1156.9,1354.6838407494147
Intermediate Consumption,2013,Eastern and Midland,Euro Million,1275.8,1493.9110070257611
Intermediate Consumption,2013,Dublin and Mid-East,Euro Million,662.8,776.1124121779859
Intermediate Consumption,2013,Midland,Euro Million,613.0,717.7985948477751
Intermediate Consumption,2014,State,Euro Million,5119.8,5974.095682613769
Intermediate Consumption,2014,Northern and Western,Euro Million,1253.4,1462.5437572928822
Intermediate Consumption,2014,Border,Euro Million,717.1,836.7561260210035
Intermediate Consumption,2014,West,Euro Million,536.3,625.7876312718786
Intermediate Consumption,2014,Southern,Euro Million,2692.1,3141.3068844807467
Intermediate Consumption,2014,Mid-West,Euro Million,867.9,1012.7187864644108
Intermediate Consumption,2014,South-East,Euro Million,840.9,981.2135355892649
Intermediate Consumption,2014,South-West,Euro Million,983.2,1147.257876312719
Intermediate Consumption,2014,Eastern and Midland,Euro Million,1174.4,1370.3617269544925
Intermediate Consumption,2014,Dublin and Mid-East,Euro Million,618.2,721.3535589264878
Intermediate Consumption,2014,Midland,Euro Million,556.2,649.0081680280048
Intermediate Consumption,2015,State,Euro Million,4932.6,5769.122807017544
Intermediate Consumption,2015,Northern and Western,Euro Million,1160.6,1357.4269005847952
Intermediate Consumption,2015,Border,Euro Million,660.0,771.9298245614035
Intermediate Consumption,2015,West,Euro Million,500.6,585.4970760233919
Intermediate Consumption,2015,Southern,Euro Million,2614.8,3058.245614035088
Intermediate Consumption,2015,Mid-West,Euro Million,848.7,992.6315789473684
Intermediate Consumption,2015,South-East,Euro Million,798.0,933.3333333333333
Intermediate Consumption,2015,South-West,Euro Million,968.2,1132.3976608187133
Intermediate Consumption,2015,Eastern and Midland,Euro Million,1157.1,1353.3333333333333
Intermediate Consumption,2015,Dublin and Mid-East,Euro Million,610.6,714.1520467836257
Intermediate Consumption,2015,Midland,Euro Million,546.5,639.1812865497076
Intermediate Consumption,2016,State,Euro Million,5085.1,5926.689976689978
Intermediate Consumption,2016,Northern and Western,Euro Million,1238.5,1443.4731934731935
Intermediate Consumption,2016,Border,Euro Million,695.6,810.7226107226107
Intermediate Consumption,2016,West,Euro Million,542.8,632.6340326340326
Intermediate Consumption,2016,Southern,Euro Million,2640.7,3077.7389277389275
Intermediate Consumption,2016,Mid-West,Euro Million,868.2,1011.888111888112
Intermediate Consumption,2016,South-East,Euro Million,811.6,945.920745920746
Intermediate Consumption,2016,South-West,Euro Million,961.0,1120.04662004662
Intermediate Consumption,2016,Eastern and Midland,Euro Million,1206.0,1405.5944055944058
Intermediate Consumption,2016,Dublin and Mid-East,Euro Million,651.8,759.6736596736597
Intermediate Consumption,2016,Midland,Euro Million,554.2,645.920745920746
Intermediate Consumption,2017,State,Euro Million,5331.544346,6142.332195852535
Intermediate Consumption,2017,Northern and Western,Euro Million,1331.139938,1533.5713571428573
Intermediate Consumption,2017,Border,Euro Million,752.532788,866.9732580645162
Intermediate Consumption,2017,West,Euro Million,578.6071502,666.5980993087558
Intermediate Consumption,2017,Southern,Euro Million,2728.414265,3143.3344066820277
Intermediate Consumption,2017,Mid-West,Euro Million,879.3503032,1013.0763861751153
Intermediate Consumption,2017,South-East,Euro Million,815.8853066,939.9600306451614
Intermediate Consumption,2017,South-West,Euro Million,1033.178655,1190.2979896313363
Intermediate Consumption,2017,Eastern and Midland,Euro Million,1271.990143,1465.42643202765
Intermediate Consumption,2017,Dublin and Mid-East,Euro Million,669.0075845,770.746065092166
Intermediate Consumption,2017,Midland,Euro Million,602.9825583,694.6803667050692
Intermediate Consumption,2018,State,Euro Million,6025.368922,6870.432066134549
Intermediate Consumption,2018,Northern and Western,Euro Million,1471.551341,1677.9376750285064
Intermediate Consumption,2018,Border,Euro Million,832.3719794,949.112861345496
Intermediate Consumption,2018,West,Euro Million,639.1793613,728.824813340935
Intermediate Consumption,2018,Southern,Euro Million,3137.62876,3577.683876852908
Intermediate Consumption,2018,Mid-West,Euro Million,1042.88442,1189.149851767389
Intermediate Consumption,2018,South-East,Euro Million,899.916274,1026.1303010262259
Intermediate Consumption,2018,South-West,Euro Million,1194.828066,1362.4037240592932
Intermediate Consumption,2018,Eastern and Midland,Euro Million,1416.188821,1614.8105142531356
Intermediate Consumption,2018,Dublin and Mid-East,Euro Million,742.9576849,847.1581355758267
Intermediate Consumption,2018,Midland,Euro Million,673.2311364,767.6523790193843
Intermediate Consumption,2019,State,Euro Million,5597.121645,6317.293053047405
Intermediate Consumption,2019,Northern and Western,Euro Million,1362.289283,1537.5725541760723
Intermediate Consumption,2019,Border,Euro Million,769.2216889,868.1960371331829
Intermediate Consumption,2019,West,Euro Million,593.0675936,669.3765164785553
Intermediate Consumption,2019,Southern,Euro Million,2904.535491,3278.256761851016
Intermediate Consumption,2019,Mid-West,Euro Million,960.5657323,1084.1599687358919
Intermediate Consumption,2019,South-East,Euro Million,852.7849538,962.5112345372462
Intermediate Consumption,2019,South-West,Euro Million,1091.184805,1231.585558690745
Intermediate Consumption,2019,Eastern and Midland,Euro Million,1330.296872,1501.4637381489842
Intermediate Consumption,2019,Dublin and Mid-East,Euro Million,696.0566869,785.6170281038376
Intermediate Consumption,2019,Midland,Euro Million,634.2401846,715.8467094808127
Intermediate Consumption,2020,State,Euro Million,5625.419293,6306.523871076232
Intermediate Consumption,2020,Northern and Western,Euro Million,1397.721763,1566.9526491031388
Intermediate Consumption,2020,Border,Euro Million,815.1914075,913.8917124439461
Intermediate Consumption,2020,West,Euro Million,582.530356,653.0609372197308
Intermediate Consumption,2020,Southern,Euro Million,2906.062241,3257.9173105381165
Intermediate Consumption,2020,Mid-West,Euro Million,955.7332562,1071.4498387892377
Intermediate Consumption,2020,South-East,Euro Million,870.9974781,976.4545718609864
Intermediate Consumption,2020,South-West,Euro Million,1079.331507,1210.0129002242152
Intermediate Consumption,2020,Eastern and Midland,Euro Million,1321.635288,1481.6539103139012
Intermediate Consumption,2020,Dublin and Mid-East,Euro Million,684.8355333,767.7528400224214
Intermediate Consumption,2020,Midland,Euro Million,636.7997552,713.9010708520179
Intermediate Consumption,2021,State,Euro Million,6143.230183,6713.9127683060115
Intermediate Consumption,2021,Northern and Western,Euro Million,1517.916346,1658.9249683060111
Intermediate Consumption,2021,Border,Euro Million,859.0248812,938.8250067759564
Intermediate Consumption,2021,West,Euro Million,658.8914648,720.0999615300547
Intermediate Consumption,2021,Southern,Euro Million,3204.802592,3502.5164939890715
Intermediate Consumption,2021,Mid-West,Euro Million,1061.422694,1160.0248021857926
Intermediate Consumption,2021,South-East,Euro Million,954.3696807,1043.026973442623
Intermediate Consumption,2021,South-West,Euro Million,1189.010218,1299.4647191256831
Intermediate Consumption,2021,Eastern and Midland,Euro Million,1420.511245,1552.471306010929
Intermediate Consumption,2021,Dublin and Mid-East,Euro Million,753.7792194,823.8024255737705
Intermediate Consumption,2021,Midland,Euro Million,666.7320251,728.6688798907104
Intermediate Consumption,2022,State,Euro Million,7918.65759,8163.564525773195
Intermediate Consumption,2022,Northern and Western,Euro Million,1882.415708,1940.6347505154638
Intermediate Consumption,2022,Border,Euro Million,1083.133876,1116.6328618556702
Intermediate Consumption,2022,West,Euro Million,799.2818316,824.0018882474226
Intermediate Consumption,2022,Southern,Euro Million,4215.550757,4345.928615463917
Intermediate Consumption,2022,Mid-West,Euro Million,1332.890253,1374.113662886598
Intermediate Consumption,2022,South-East,Euro Million,1244.793175,1283.2919329896906
Intermediate Consumption,2022,South-West,Euro Million,1637.867329,1688.5230195876286
Intermediate Consumption,2022,Eastern and Midland,Euro Million,1820.691126,1877.001160824742
Intermediate Consumption,2022,Dublin and Mid-East,Euro Million,956.6037076,986.1893892783504
Intermediate Consumption,2022,Midland,Euro Million,864.087418,890.8117711340204
Feedingstuffs,2010,State,Euro Million,1001.9,1218.8564476885645
Feedingstuffs,2010,Northern and Western,Euro Million,313.9,381.8734793187348
Feedingstuffs,2010,Border,Euro Million,224.8,273.4793187347932
Feedingstuffs,2010,West,Euro Million,89.1,108.3941605839416
Feedingstuffs,2010,Southern,Euro Million,504.9,614.2335766423357
Feedingstuffs,2010,Mid-West,Euro Million,172.2,209.4890510948905
Feedingstuffs,2010,South-East,Euro Million,135.5,164.8418491484185
Feedingstuffs,2010,South-West,Euro Million,197.2,239.90267639902677
Feedingstuffs,2010,Eastern and Midland,Euro Million,183.1,222.74939172749393
Feedingstuffs,2010,Dublin and Mid-East,Euro Million,80.9,98.41849148418493
Feedingstuffs,2010,Midland,Euro Million,102.3,124.45255474452556
Feedingstuffs,2011,State,Euro Million,1142.3,1351.8343195266273
Feedingstuffs,2011,Northern and Western,Euro Million,362.8,429.34911242603556
Feedingstuffs,2011,Border,Euro Million,266.0,314.79289940828403
Feedingstuffs,2011,West,Euro Million,96.9,114.67455621301777
Feedingstuffs,2011,Southern,Euro Million,579.8,686.1538461538461
Feedingstuffs,2011,Mid-West,Euro Million,200.4,237.1597633136095
Feedingstuffs,2011,South-East,Euro Million,153.3,181.4201183431953
Feedingstuffs,2011,South-West,Euro Million,226.2,267.6923076923077
Feedingstuffs,2011,Eastern and Midland,Euro Million,199.6,236.2130177514793
Feedingstuffs,2011,Dublin and Mid-East,Euro Million,88.5,104.73372781065089
Feedingstuffs,2011,Midland,Euro Million,111.1,131.4792899408284
Feedingstuffs,2012,State,Euro Million,1428.4,1678.4958871915396
Feedingstuffs,2012,Northern and Western,Euro Million,433.9,509.870740305523
Feedingstuffs,2012,Border,Euro Million,310.6,364.9823736780259
Feedingstuffs,2012,West,Euro Million,123.3,144.88836662749708
Feedingstuffs,2012,Southern,Euro Million,733.9,862.3971797884842
Feedingstuffs,2012,Mid-West,Euro Million,250.0,293.77203290246774
Feedingstuffs,2012,South-East,Euro Million,196.7,231.1398354876616
Feedingstuffs,2012,South-West,Euro Million,287.2,337.4853113983549
Feedingstuffs,2012,Eastern and Midland,Euro Million,260.6,306.22796709753237
Feedingstuffs,2012,Dublin and Mid-East,Euro Million,114.5,134.54759106933022
Feedingstuffs,2012,Midland,Euro Million,146.0,171.56286721504117
Feedingstuffs,2013,State,Euro Million,1582.6,1853.1615925058547
Feedingstuffs,2013,Northern and Western,Euro Million,463.8,543.0913348946136
Feedingstuffs,2013,Border,Euro Million,326.9,382.7868852459016
Feedingstuffs,2013,West,Euro Million,136.9,160.30444964871194
Feedingstuffs,2013,Southern,Euro Million,823.9,964.7540983606557
Feedingstuffs,2013,Mid-West,Euro Million,280.4,328.3372365339578
Feedingstuffs,2013,South-East,Euro Million,215.5,252.34192037470726
Feedingstuffs,2013,South-West,Euro Million,328.0,384.07494145199064
Feedingstuffs,2013,Eastern and Midland,Euro Million,294.9,345.31615925058543
Feedingstuffs,2013,Dublin and Mid-East,Euro Million,129.0,151.05386416861828
Feedingstuffs,2013,Midland,Euro Million,166.0,194.37939110070258
Feedingstuffs,2014,State,Euro Million,1296.6,1512.9521586931155
Feedingstuffs,2014,Northern and Western,Euro Million,394.4,460.2100350058343
Feedingstuffs,2014,Border,Euro Million,287.6,335.5892648774796
Feedingstuffs,2014,West,Euro Million,106.8,124.62077012835472
Feedingstuffs,2014,Southern,Euro Million,662.9,773.5122520420069
Feedingstuffs,2014,Mid-West,Euro Million,231.4,270.01166861143525
Feedingstuffs,2014,South-East,Euro Million,173.9,202.9171528588098
Feedingstuffs,2014,South-West,Euro Million,257.6,300.583430571762
Feedingstuffs,2014,Eastern and Midland,Euro Million,239.3,279.2298716452742
Feedingstuffs,2014,Dublin and Mid-East,Euro Million,104.6,122.05367561260209
Feedingstuffs,2014,Midland,Euro Million,134.7,157.1761960326721
Feedingstuffs,2015,State,Euro Million,1180.3,1380.4678362573097
Feedingstuffs,2015,Northern and Western,Euro Million,349.5,408.77192982456137
Feedingstuffs,2015,Border,Euro Million,252.0,294.7368421052631
Feedingstuffs,2015,West,Euro Million,97.5,114.03508771929823
Feedingstuffs,2015,Southern,Euro Million,613.4,717.4269005847952
Feedingstuffs,2015,Mid-West,Euro Million,207.5,242.69005847953215
Feedingstuffs,2015,South-East,Euro Million,163.0,190.64327485380116
Feedingstuffs,2015,South-West,Euro Million,243.0,284.2105263157895
Feedingstuffs,2015,Eastern and Midland,Euro Million,217.4,254.2690058479532
Feedingstuffs,2015,Dublin and Mid-East,Euro Million,94.2,110.17543859649122
Feedingstuffs,2015,Midland,Euro Million,123.2,144.093567251462
Feedingstuffs,2016,State,Euro Million,1228.7,1432.0512820512822
Feedingstuffs,2016,Northern and Western,Euro Million,381.3,444.40559440559446
Feedingstuffs,2016,Border,Euro Million,280.6,327.0396270396271
Feedingstuffs,2016,West,Euro Million,100.7,117.36596736596738
Feedingstuffs,2016,Southern,Euro Million,620.1,722.7272727272727
Feedingstuffs,2016,Mid-West,Euro Million,214.2,249.65034965034965
Feedingstuffs,2016,South-East,Euro Million,159.7,186.13053613053611
Feedingstuffs,2016,South-West,Euro Million,246.2,286.94638694638695
Feedingstuffs,2016,Eastern and Midland,Euro Million,227.4,265.03496503496507
Feedingstuffs,2016,Dublin and Mid-East,Euro Million,101.9,118.76456876456878
Feedingstuffs,2016,Midland,Euro Million,125.5,146.27039627039628
Feedingstuffs,2017,State,Euro Million,1324.253332,1525.637479262673
Feedingstuffs,2017,Northern and Western,Euro Million,395.2428716,455.3489304147466
Feedingstuffs,2017,Border,Euro Million,288.6597608,332.55732811059914
Feedingstuffs,2017,West,Euro Million,106.5831108,122.79160230414747
Feedingstuffs,2017,Southern,Euro Million,682.5168389,786.3097222350232
Feedingstuffs,2017,Mid-West,Euro Million,233.7035844,269.2437608294931
Feedingstuffs,2017,South-East,Euro Million,180.442378,207.88292396313366
Feedingstuffs,2017,South-West,Euro Million,268.3708765,309.18303744239637
Feedingstuffs,2017,Eastern and Midland,Euro Million,246.4936218,283.97882695852536
Feedingstuffs,2017,Dublin and Mid-East,Euro Million,111.7039277,128.69116094470047
Feedingstuffs,2017,Midland,Euro Million,134.7896941,155.2876660138249
Feedingstuffs,2018,State,Euro Million,1674.563611,1909.4225895096922
Feedingstuffs,2018,Northern and Western,Euro Million,462.019078,526.8176488027366
Feedingstuffs,2018,Border,Euro Million,326.2624231,372.0210069555302
Feedingstuffs,2018,West,Euro Million,135.7566548,154.7966417331813
Feedingstuffs,2018,Southern,Euro Million,893.3016367,1018.5879551881414
Feedingstuffs,2018,Mid-West,Euro Million,307.2656835,350.3599583808438
Feedingstuffs,2018,South-East,Euro Million,235.7618833,268.82768905359177
Feedingstuffs,2018,South-West,Euro Million,350.2740699,399.40030775370576
Feedingstuffs,2018,Eastern and Midland,Euro Million,319.2428965,364.0169857468643
Feedingstuffs,2018,Dublin and Mid-East,Euro Million,143.9210701,164.10612326111746
Feedingstuffs,2018,Midland,Euro Million,175.3218263,199.91086237172178
Feedingstuffs,2019,State,Euro Million,1489.925403,1681.6313803611738
Feedingstuffs,2019,Northern and Western,Euro Million,432.6652182,488.3354607223477
Feedingstuffs,2019,Border,Euro Million,314.327258,354.77117155756207
Feedingstuffs,2019,West,Euro Million,118.3379602,133.56428916478555
Feedingstuffs,2019,Southern,Euro Million,776.1835497,876.0536678329571
Feedingstuffs,2019,Mid-West,Euro Million,264.9012643,298.9856256207675
Feedingstuffs,2019,South-East,Euro Million,202.1726368,228.1858203160271
Feedingstuffs,2019,South-West,Euro Million,309.1096486,348.88222189616255
Feedingstuffs,2019,Eastern and Midland,Euro Million,281.0766354,317.24225214446955
Feedingstuffs,2019,Dublin and Mid-East,Euro Million,125.9773463,142.1866211060948
Feedingstuffs,2019,Midland,Euro Million,155.0992891,175.0556310383747
Feedingstuffs,2020,State,Euro Million,1525.24247,1709.913082959641
Feedingstuffs,2020,Northern and Western,Euro Million,458.1365406,513.6059872197309
Feedingstuffs,2020,Border,Euro Million,338.3732546,379.34221367713
Feedingstuffs,2020,West,Euro Million,119.763286,134.2637735426009
Feedingstuffs,2020,Southern,Euro Million,781.9675183,876.6451998878923
Feedingstuffs,2020,Mid-West,Euro Million,269.4083317,302.02727769058293
Feedingstuffs,2020,South-East,Euro Million,209.8242394,235.22896793721972
Feedingstuffs,2020,South-West,Euro Million,302.7349472,339.3889542600897
Feedingstuffs,2020,Eastern and Midland,Euro Million,285.1384113,319.6618960762331
Feedingstuffs,2020,Dublin and Mid-East,Euro Million,125.2949564,140.46519775784753
Feedingstuffs,2020,Midland,Euro Million,159.8434549,179.19669831838564
Feedingstuffs,2021,State,Euro Million,1798.417842,1965.4839803278692
Feedingstuffs,2021,Northern and Western,Euro Million,523.213811,571.8183726775957
Feedingstuffs,2021,Border,Euro Million,378.845503,414.0388010928962
Feedingstuffs,2021,West,Euro Million,144.368308,157.77957158469948
Feedingstuffs,2021,Southern,Euro Million,939.5918864,1026.876378579235
Feedingstuffs,2021,Mid-West,Euro Million,322.6471893,352.61987901639344
Feedingstuffs,2021,South-East,Euro Million,252.6418666,276.1113296174864
Feedingstuffs,2021,South-West,Euro Million,364.3028305,398.14516994535524
Feedingstuffs,2021,Eastern and Midland,Euro Million,335.612145,366.78922950819674
Feedingstuffs,2021,Dublin and Mid-East,Euro Million,146.6868613,160.31350961748635
Feedingstuffs,2021,Midland,Euro Million,188.9252837,206.4757198907104
Feedingstuffs,2022,State,Euro Million,2333.312359,2405.4766587628865
Feedingstuffs,2022,Northern and Western,Euro Million,655.3379161,675.6060990721649
Feedingstuffs,2022,Border,Euro Million,471.6169234,486.20301381443295
Feedingstuffs,2022,West,Euro Million,183.7209928,189.40308536082472
Feedingstuffs,2022,Southern,Euro Million,1238.095161,1276.3867639175255
Feedingstuffs,2022,Mid-West,Euro Million,422.5253288,435.5931224742268
Feedingstuffs,2022,South-East,Euro Million,334.1891898,344.5249379381443
Feedingstuffs,2022,South-West,Euro Million,481.3806423,496.26870340206176
Feedingstuffs,2022,Eastern and Midland,Euro Million,439.8792821,453.4837959793814
Feedingstuffs,2022,Dublin and Mid-East,Euro Million,190.6572861,196.55390319587627
Feedingstuffs,2022,Midland,Euro Million,249.221996,256.9298927835051
Fertilisers,2010,State,Euro Million,450.3,547.8102189781023
Fertilisers,2010,Northern and Western,Euro Million,86.8,105.59610705596107
Fertilisers,2010,Border,Euro Million,44.7,54.37956204379563
Fertilisers,2010,West,Euro Million,42.2,51.338199513382
Fertilisers,2010,Southern,Euro Million,248.8,302.67639902676405
Fertilisers,2010,Mid-West,Euro Million,71.3,86.7396593673966
Fertilisers,2010,South-East,Euro Million,86.2,104.8661800486618
Fertilisers,2010,South-West,Euro Million,91.3,111.0705596107056
Fertilisers,2010,Eastern and Midland,Euro Million,114.7,139.53771289537713
Fertilisers,2010,Dublin and Mid-East,Euro Million,64.6,78.58880778588808
Fertilisers,2010,Midland,Euro Million,50.1,60.948905109489054
Fertilisers,2011,State,Euro Million,493.7,584.2603550295858
Fertilisers,2011,Northern and Western,Euro Million,84.6,100.11834319526626
Fertilisers,2011,Border,Euro Million,42.1,49.8224852071006
Fertilisers,2011,West,Euro Million,42.5,50.295857988165686
Fertilisers,2011,Southern,Euro Million,281.5,333.1360946745562
Fertilisers,2011,Mid-West,Euro Million,82.0,97.0414201183432
Fertilisers,2011,South-East,Euro Million,103.0,121.89349112426036
Fertilisers,2011,South-West,Euro Million,96.5,114.20118343195267
Fertilisers,2011,Eastern and Midland,Euro Million,127.6,151.0059171597633
Fertilisers,2011,Dublin and Mid-East,Euro Million,77.4,91.59763313609469
Fertilisers,2011,Midland,Euro Million,50.2,59.40828402366864
Fertilisers,2012,State,Euro Million,492.0,578.1433607520565
Fertilisers,2012,Northern and Western,Euro Million,88.6,104.11280846063455
Fertilisers,2012,Border,Euro Million,49.1,57.696827262044664
Fertilisers,2012,West,Euro Million,39.5,46.415981198589904
Fertilisers,2012,Southern,Euro Million,284.1,333.84253819036434
Fertilisers,2012,Mid-West,Euro Million,77.2,90.71680376028203
Fertilisers,2012,South-East,Euro Million,100.9,118.56639247943598
Fertilisers,2012,South-West,Euro Million,106.0,124.55934195064631
Fertilisers,2012,Eastern and Midland,Euro Million,119.3,140.1880141010576
Fertilisers,2012,Dublin and Mid-East,Euro Million,70.6,82.96122209165688
Fertilisers,2012,Midland,Euro Million,48.7,57.22679200940072
Fertilisers,2013,State,Euro Million,613.9,718.8524590163934
Fertilisers,2013,Northern and Western,Euro Million,111.6,130.6791569086651
Fertilisers,2013,Border,Euro Million,56.6,66.27634660421546
Fertilisers,2013,West,Euro Million,55.0,64.40281030444964
Fertilisers,2013,Southern,Euro Million,358.3,419.5550351288056
Fertilisers,2013,Mid-West,Euro Million,97.9,114.63700234192038
Fertilisers,2013,South-East,Euro Million,125.7,147.18969555035127
Fertilisers,2013,South-West,Euro Million,134.8,157.84543325526934
Fertilisers,2013,Eastern and Midland,Euro Million,144.0,168.61826697892272
Fertilisers,2013,Dublin and Mid-East,Euro Million,81.3,95.1990632318501
Fertilisers,2013,Midland,Euro Million,62.7,73.4192037470726
Fertilisers,2014,State,Euro Million,565.6,659.9766627771296
Fertilisers,2014,Northern and Western,Euro Million,106.4,124.15402567094516
Fertilisers,2014,Border,Euro Million,55.0,64.17736289381564
Fertilisers,2014,West,Euro Million,51.4,59.97666277712952
Fertilisers,2014,Southern,Euro Million,325.5,379.81330221703615
Fertilisers,2014,Mid-West,Euro Million,87.8,102.45040840140024
Fertilisers,2014,South-East,Euro Million,121.7,142.00700116686116
Fertilisers,2014,South-West,Euro Million,116.1,135.4725787631272
Fertilisers,2014,Eastern and Midland,Euro Million,133.6,155.8926487747958
Fertilisers,2014,Dublin and Mid-East,Euro Million,77.3,90.19836639439906
Fertilisers,2014,Midland,Euro Million,56.4,65.81096849474912
Fertilisers,2015,State,Euro Million,565.1,660.9356725146199
Fertilisers,2015,Northern and Western,Euro Million,97.6,114.15204678362572
Fertilisers,2015,Border,Euro Million,49.0,57.30994152046783
Fertilisers,2015,West,Euro Million,48.5,56.72514619883041
Fertilisers,2015,Southern,Euro Million,329.8,385.7309941520468
Fertilisers,2015,Mid-West,Euro Million,98.2,114.85380116959064
Fertilisers,2015,South-East,Euro Million,117.7,137.66081871345028
Fertilisers,2015,South-West,Euro Million,113.9,133.21637426900585
Fertilisers,2015,Eastern and Midland,Euro Million,137.8,161.16959064327486
Fertilisers,2015,Dublin and Mid-East,Euro Million,78.5,91.81286549707602
Fertilisers,2015,Midland,Euro Million,59.3,69.35672514619883
Fertilisers,2016,State,Euro Million,510.8,595.3379953379954
Fertilisers,2016,Northern and Western,Euro Million,96.2,112.12121212121212
Fertilisers,2016,Border,Euro Million,49.6,57.808857808857816
Fertilisers,2016,West,Euro Million,46.6,54.312354312354316
Fertilisers,2016,Southern,Euro Million,287.0,334.4988344988345
Fertilisers,2016,Mid-West,Euro Million,82.0,95.57109557109558
Fertilisers,2016,South-East,Euro Million,107.6,125.4079254079254
Fertilisers,2016,South-West,Euro Million,97.4,113.51981351981354
Fertilisers,2016,Eastern and Midland,Euro Million,127.6,148.71794871794873
Fertilisers,2016,Dublin and Mid-East,Euro Million,75.4,87.87878787878789
Fertilisers,2016,Midland,Euro Million,52.2,60.83916083916085
Fertilisers,2017,State,Euro Million,512.9588815,590.9664533410138
Fertilisers,2017,Northern and Western,Euro Million,112.9188195,130.09080587557605
Fertilisers,2017,Border,Euro Million,58.08974955,66.9236745967742
Fertilisers,2017,West,Euro Million,54.82906993,63.16713125576038
Fertilisers,2017,Southern,Euro Million,275.158117,317.0024389400922
Fertilisers,2017,Mid-West,Euro Million,81.68547693,94.1076923156682
Fertilisers,2017,South-East,Euro Million,86.51239617,99.66865918202767
Fertilisers,2017,South-West,Euro Million,106.9602439,123.22608744239632
Fertilisers,2017,Eastern and Midland,Euro Million,124.8819451,143.873208640553
Fertilisers,2017,Dublin and Mid-East,Euro Million,70.08450244,80.74251433179724
Fertilisers,2017,Midland,Euro Million,54.79744262,63.13069426267282
Fertilisers,2018,State,Euro Million,582.147026,663.7936442417332
Fertilisers,2018,Northern and Western,Euro Million,127.8936263,145.83081676168757
Fertilisers,2018,Border,Euro Million,64.62315455,73.68660724059292
Fertilisers,2018,West,Euro Million,63.27047176,72.14420953249714
Fertilisers,2018,Southern,Euro Million,311.1986614,354.84453979475484
Fertilisers,2018,Mid-West,Euro Million,96.88712981,110.47563262257697
Fertilisers,2018,South-East,Euro Million,94.6413985,107.91493557582668
Fertilisers,2018,South-West,Euro Million,119.6701331,136.45397160775372
Fertilisers,2018,Eastern and Midland,Euro Million,143.0547382,163.11828757126568
Fertilisers,2018,Dublin and Mid-East,Euro Million,78.77567367,89.82402927023946
Fertilisers,2018,Midland,Euro Million,64.27906457,73.29425834663627
Fertilisers,2019,State,Euro Million,578.3367446,652.7502760722348
Fertilisers,2019,Northern and Western,Euro Million,113.5284605,128.13595993227992
Fertilisers,2019,Border,Euro Million,56.26153034,63.50059857787811
Fertilisers,2019,West,Euro Million,57.26693016,64.63536135440181
Fertilisers,2019,Southern,Euro Million,311.4893872,351.5681571106095
Fertilisers,2019,Mid-West,Euro Million,93.21656961,105.21057518058691
Fertilisers,2019,South-East,Euro Million,106.3058323,119.98400936794584
Fertilisers,2019,South-West,Euro Million,111.9669853,126.37357257336345
Fertilisers,2019,Eastern and Midland,Euro Million,153.3188969,173.04615902934538
Fertilisers,2019,Dublin and Mid-East,Euro Million,86.3891913,97.50473058690744
Fertilisers,2019,Midland,Euro Million,66.92970558,75.54142841986457
Fertilisers,2020,State,Euro Million,532.304123,596.7535011210762
Fertilisers,2020,Northern and Western,Euro Million,107.9504429,121.02067589686098
Fertilisers,2020,Border,Euro Million,57.98801578,65.00898630044843
Fertilisers,2020,West,Euro Million,49.96242712,56.01168959641255
Fertilisers,2020,Southern,Euro Million,286.8841646,321.61901860986546
Fertilisers,2020,Mid-West,Euro Million,82.00364918,91.93234213004483
Fertilisers,2020,South-East,Euro Million,96.98254656,108.72482798206278
Fertilisers,2020,South-West,Euro Million,107.8979688,120.96184843049326
Fertilisers,2020,Eastern and Midland,Euro Million,137.4695155,154.11380661434976
Fertilisers,2020,Dublin and Mid-East,Euro Million,77.07650087,86.40863326233183
Fertilisers,2020,Midland,Euro Million,60.39301459,67.70517330717489
Fertilisers,2021,State,Euro Million,605.4878333,661.7353369398908
Fertilisers,2021,Northern and Western,Euro Million,129.5784032,141.6157412021858
Fertilisers,2021,Border,Euro Million,64.86204124,70.88747676502733
Fertilisers,2021,West,Euro Million,64.71636193,70.7282644043716
Fertilisers,2021,Southern,Euro Million,322.8973127,352.8932379234973
Fertilisers,2021,Mid-West,Euro Million,96.84861926,105.84548553005466
Fertilisers,2021,South-East,Euro Million,107.9963044,118.02874797814209
Fertilisers,2021,South-West,Euro Million,118.0523891,129.01900448087432
Fertilisers,2021,Eastern and Midland,Euro Million,153.0121175,167.22635792349726
Fertilisers,2021,Dublin and Mid-East,Euro Million,88.7379978,96.98141836065575
Fertilisers,2021,Midland,Euro Million,64.27411967,70.24493953005465
Fertilisers,2022,State,Euro Million,1207.964966,1245.3247072164947
Fertilisers,2022,Northern and Western,Euro Million,216.4203053,223.11371680412367
Fertilisers,2022,Border,Euro Million,109.4655337,112.85106567010307
Fertilisers,2022,West,Euro Million,106.9547717,110.26265123711339
Fertilisers,2022,Southern,Euro Million,693.2614283,714.7025034020618
Fertilisers,2022,Mid-West,Euro Million,190.2433047,196.12711824742266
Fertilisers,2022,South-East,Euro Million,243.7416145,251.28001494845358
Fertilisers,2022,South-West,Euro Million,259.2765092,267.2953703092783
Fertilisers,2022,Eastern and Midland,Euro Million,298.2832321,307.5084867010309
Fertilisers,2022,Dublin and Mid-East,Euro Million,164.7387146,169.83372639175258
Fertilisers,2022,Midland,Euro Million,133.5445175,137.67476030927835
Financial Intermediation Services Indirectly Measured (FISIM),2010,State,Euro Million,53.0,64.47688564476886
