,Statistic Label,Year,Region,UNIT,VALUE,Adjusted Value
3477,Fertilisers,2014,Northern and Western,Euro Million,106.4,124.15402567094516
3478,Fertilisers,2014,Border,Euro Million,55.0,64.17736289381564
3479,Fertilisers,2014,West,Euro Million,51.4,59.97666277712952
3480,Fertilisers,2014,Southern,Euro Million,325.5,379.81330221703615
3481,Fertilisers,2014,Mid-West,Euro Million,87.8,102.45040840140024
3482,Fertilisers,2014,South-East,Euro Million,121.7,142.00700116686116
3483,Fertilisers,2014,South-West,Euro Million,116.1,135.4725787631272
3484,Fertilisers,2014,Eastern and Midland,Euro Million,133.6,155.8926487747958
3485,Fertilisers,2014,Dublin and Mid-East,Euro Million,77.3,90.19836639439906
3486,Fertilisers,2014,Midland,Euro Million,56.4,65.81096849474912
3487,Fertilisers,2015,State,Euro Million,565.1,660.9356725146199
3488,Fertilisers,2015,Northern and Western,Euro Million,97.6,114.15204678362572
3489,Fertilisers,2015,Border,Euro Million,49.0,57.30994152046783
3490,Fertilisers,2015,West,Euro Million,48.5,56.72514619883041
3491,Fertilisers,2015,Southern,Euro Million,329.8,385.7309941520468
3492,Fertilisers,2015,Mid-West,Euro Million,98.2,114.85380116959064
3493,Fertilisers,2015,South-East,Euro Million,117.7,137.66081871345028
3494,Fertilisers,2015,South-West,Euro Million,113.9,133.21637426900585
3495,Fertilisers,2015,Eastern and Midland,Euro Million,137.8,161.16959064327486
3496,Fertilisers,2015,Dublin and Mid-East,Euro Million,78.5,91.81286549707602
3497,Fertilisers,2015,Midland,Euro Million,59.3,69.35672514619883
3498,Fertilisers,2016,State,Euro Million,510.8,595.3379953379954
3499,Fertilisers,2016,Northern and Western,Euro Million,96.2,112.12121212121212
3500,Fertilisers,2016,Border,Euro Million,49.6,57.808857808857816
3501,Fertilisers,2016,West,Euro Million,46.6,54.312354312354316
3502,Fertilisers,2016,Southern,Euro Million,287.0,334.4988344988345
3503,Fertilisers,2016,Mid-West,Euro Million,82.0,95.57109557109558
3504,Fertilisers,2016,South-East,Euro Million,107.6,125.4079254079254
3505,Fertilisers,2016,South-West,Euro Million,97.4,113.51981351981354
3506,Fertilisers,2016,Eastern and Midland,Euro Million,127.6,148.71794871794873
3507,Fertilisers,2016,Dublin and Mid-East,Euro Million,75.4,87.87878787878789
3508,Fertilisers,2016,Midland,Euro Million,52.2,60.83916083916085
3509,Fertilisers,2017,State,Euro Million,512.9588815,590.9664533410138
3510,Fertilisers,2017,Northern and Western,Euro Million,112.9188195,130.09080587557605
3511,Fertilisers,2017,Border,Euro Million,58.08974955,66.9236745967742
3512,Fertilisers,2017,West,Euro Million,54.82906993,63.16713125576038
3513,Fertilisers,2017,Southern,Euro Million,275.158117,317.0024389400922
3514,Fertilisers,2017,Mid-West,Euro Million,81.68547693,94.1076923156682
3515,Fertilisers,2017,South-East,Euro Million,86.51239617,99.66865918202767
3516,Fertilisers,2017,South-West,Euro Million,106.9602439,123.22608744239632
3517,Fertilisers,2017,Eastern and Midland,Euro Million,124.8819451,143.873208640553
3518,Fertilisers,2017,Dublin and Mid-East,Euro Million,70.08450244,80.74251433179724
3519,Fertilisers,2017,Midland,Euro Million,54.79744262,63.13069426267282
3520,Fertilisers,2018,State,Euro Million,582.147026,663.7936442417332
3521,Fertilisers,2018,Northern and Western,Euro Million,127.8936263,145.83081676168757
3522,Fertilisers,2018,Border,Euro Million,64.62315455,73.68660724059292
3523,Fertilisers,2018,West,Euro Million,63.27047176,72.14420953249714
3524,Fertilisers,2018,Southern,Euro Million,311.1986614,354.84453979475484
3525,Fertilisers,2018,Mid-West,Euro Million,96.88712981,110.47563262257697
3526,Fertilisers,2018,South-East,Euro Million,94.6413985,107.91493557582668
3527,Fertilisers,2018,South-West,Euro Million,119.6701331,136.45397160775372
3528,Fertilisers,2018,Eastern and Midland,Euro Million,143.0547382,163.11828757126568
3529,Fertilisers,2018,Dublin and Mid-East,Euro Million,78.77567367,89.82402927023946
3530,Fertilisers,2018,Midland,Euro Million,64.27906457,73.29425834663627
3531,Fertilisers,2019,State,Euro Million,578.3367446,652.7502760722348
3532,Fertilisers,2019,Northern and Western,Euro Million,113.5284605,128.13595993227992
3533,Fertilisers,2019,Border,Euro Million,56.26153034,63.50059857787811
3534,Fertilisers,2019,West,Euro Million,57.26693016,64.63536135440181
3535,Fertilisers,2019,Southern,Euro Million,311.4893872,351.5681571106095
3536,Fertilisers,2019,Mid-West,Euro Million,93.21656961,105.21057518058691
3537,Fertilisers,2019,South-East,Euro Million,106.3058323,119.98400936794584
3538,Fertilisers,2019,South-West,Euro Million,111.9669853,126.37357257336345
3539,Fertilisers,2019,Eastern and Midland,Euro Million,153.3188969,173.04615902934538
3540,Fertilisers,2019,Dublin and Mid-East,Euro Million,86.3891913,97.50473058690744
3541,Fertilisers,2019,Midland,Euro Million,66.92970558,75.54142841986457
3542,Fertilisers,2020,State,Euro Million,532.304123,596.7535011210762
3543,Fertilisers,2020,Northern and Western,Euro Million,107.9504429,121.02067589686098
3544,Fertilisers,2020,Border,Euro Million,57.98801578,65.00898630044843
3545,Fertilisers,2020,West,Euro Million,49.96242712,56.01168959641255
3546,Fertilisers,2020,Southern,Euro Million,286.8841646,321.61901860986546
3547,Fertilisers,2020,Mid-West,Euro Million,82.00364918,91.93234213004483
3548,Fertilisers,2020,South-East,Euro Million,96.98254656,108.72482798206278
3549,Fertilisers,2020,South-West,Euro Million,107.8979688,120.96184843049326
3550,Fertilisers,2020,Eastern and Midland,Euro Million,137.4695155,154.11380661434976
3551,Fertilisers,2020,Dublin and Mid-East,Euro Million,77.07650087,86.40863326233183
3552,Fertilisers,2020,Midland,Euro Million,60.39301459,67.70517330717489
3553,Fertilisers,2021,State,Euro Million,605.4878333,661.7353369398908
3554,Fertilisers,2021,Northern and Western,Euro Million,129.5784032,141.6157412021858
3555,Fertilisers,2021,Border,Euro Million,64.86204124,70.88747676502733
3556,Fertilisers,2021,West,Euro Million,64.71636193,70.7282644043716
3557,Fertilisers,2021,Southern,Euro Million,322.8973127,352.8932379234973
3558,Fertilisers,2021,Mid-West,Euro Million,96.84861926,105.84548553005466
3559,Fertilisers,2021,South-East,Euro Million,107.9963044,118.02874797814209
3560,Fertilisers,2021,South-West,Euro Million,118.0523891,129.01900448087432
3561,Fertilisers,2021,Eastern and Midland,Euro Million,153.0121175,167.22635792349726
3562,Fertilisers,2021,Dublin and Mid-East,Euro Million,88.7379978,96.98141836065575
3563,Fertilisers,2021,Midland,Euro Million,64.27411967,70.24493953005465
3564,Fertilisers,2022,State,Euro Million,1207.964966,1245.3247072164947
3565,Fertilisers,2022,Northern and Western,Euro Million,216.4203053,223.11371680412367
3566,Fertilisers,2022,Border,Euro Million,109.4655337,112.85106567010307
3567,Fertilisers,2022,West,Euro Million,106.9547717,110.26265123711339
3568,Fertilisers,2022,Southern,Euro Million,693.2614283,714.7025034020618
3569,Fertilisers,2022,Mid-West,Euro Million,190.2433047,196.12711824742266
3570,Fertilisers,2022,South-East,Euro Million,243.7416145,251.28001494845358
3571,Fertilisers,2022,South-West,Euro Million,259.2765092,267.2953703092783
3572,Fertilisers,2022,Eastern and Midland,Euro Million,298.2832321,307.5084867010309
3573,Fertilisers,2022,Dublin and Mid-East,Euro Million,164.7387146,169.83372639175258
3574,Fertilisers,2022,Midland,Euro Million,133.5445175,137.67476030927835
3575,Financial Intermediation Services Indirectly Measured (FISIM),2010,State,Euro Million,53.0,64.47688564476886
3576,Financial Intermediation Services Indirectly Measured (FISIM),2010,Northern and Western,Euro Million,9.7,11.800486618004866
3577,Financial Intermediation Services Indirectly Measured (FISIM),2010,Border,Euro Million,6.0,7.299270072992702
3578,Financial Intermediation Services Indirectly Measured (FISIM),2010,West,Euro Million,3.7,4.5012165450121655
3579,Financial Intermediation Services Indirectly Measured (FISIM),2010,Southern,Euro Million,22.5,27.37226277372263
3580,Financial Intermediation Services Indirectly Measured (FISIM),2010,Mid-West,Euro Million,5.8,7.0559610705596105
3581,Financial Intermediation Services Indirectly Measured (FISIM),2010,South-East,Euro Million,9.3,11.313868613138688
3582,Financial Intermediation Services Indirectly Measured (FISIM),2010,South-West,Euro Million,7.4,9.002433090024331
3583,Financial Intermediation Services Indirectly Measured (FISIM),2010,Eastern and Midland,Euro Million,20.8,25.304136253041364
3584,Financial Intermediation Services Indirectly Measured (FISIM),2010,Dublin and Mid-East,Euro Million,12.9,15.693430656934307
3585,Financial Intermediation Services Indirectly Measured (FISIM),2010,Midland,Euro Million,7.9,9.610705596107056
3586,Financial Intermediation Services Indirectly Measured (FISIM),2011,State,Euro Million,62.8,74.31952662721893
3587,Financial Intermediation Services Indirectly Measured (FISIM),2011,Northern and Western,Euro Million,11.9,14.082840236686392
3588,Financial Intermediation Services Indirectly Measured (FISIM),2011,Border,Euro Million,8.8,10.414201183431954
3589,Financial Intermediation Services Indirectly Measured (FISIM),2011,West,Euro Million,3.1,3.668639053254438
3590,Financial Intermediation Services Indirectly Measured (FISIM),2011,Southern,Euro Million,26.8,31.71597633136095
3591,Financial Intermediation Services Indirectly Measured (FISIM),2011,Mid-West,Euro Million,7.0,8.284023668639053
3592,Financial Intermediation Services Indirectly Measured (FISIM),2011,South-East,Euro Million,11.8,13.96449704142012
3593,Financial Intermediation Services Indirectly Measured (FISIM),2011,South-West,Euro Million,7.9,9.349112426035504
3594,Financial Intermediation Services Indirectly Measured (FISIM),2011,Eastern and Midland,Euro Million,24.1,28.520710059171602
3595,Financial Intermediation Services Indirectly Measured (FISIM),2011,Dublin and Mid-East,Euro Million,14.7,17.39644970414201
3596,Financial Intermediation Services Indirectly Measured (FISIM),2011,Midland,Euro Million,9.3,11.005917159763316
3597,Financial Intermediation Services Indirectly Measured (FISIM),2012,State,Euro Million,58.0,68.15511163337251
3598,Financial Intermediation Services Indirectly Measured (FISIM),2012,Northern and Western,Euro Million,10.1,11.868390129259696
3599,Financial Intermediation Services Indirectly Measured (FISIM),2012,Border,Euro Million,7.5,8.813160987074031
3600,Financial Intermediation Services Indirectly Measured (FISIM),2012,West,Euro Million,2.6,3.0552291421856643
3601,Financial Intermediation Services Indirectly Measured (FISIM),2012,Southern,Euro Million,27.4,32.19741480611046
3602,Financial Intermediation Services Indirectly Measured (FISIM),2012,Mid-West,Euro Million,6.8,7.990599294947122
3603,Financial Intermediation Services Indirectly Measured (FISIM),2012,South-East,Euro Million,10.5,12.338425381903644
3604,Financial Intermediation Services Indirectly Measured (FISIM),2012,South-West,Euro Million,10.0,11.75088131609871
3605,Financial Intermediation Services Indirectly Measured (FISIM),2012,Eastern and Midland,Euro Million,20.5,24.089306698002353
3606,Financial Intermediation Services Indirectly Measured (FISIM),2012,Dublin and Mid-East,Euro Million,11.3,13.278495887191543
3607,Financial Intermediation Services Indirectly Measured (FISIM),2012,Midland,Euro Million,9.2,10.810810810810812
3608,Financial Intermediation Services Indirectly Measured (FISIM),2013,State,Euro Million,52.7,61.7096018735363
3609,Financial Intermediation Services Indirectly Measured (FISIM),2013,Northern and Western,Euro Million,9.2,10.772833723653395
3610,Financial Intermediation Services Indirectly Measured (FISIM),2013,Border,Euro Million,6.6,7.7283372365339575
3611,Financial Intermediation Services Indirectly Measured (FISIM),2013,West,Euro Million,2.6,3.0444964871194378
3612,Financial Intermediation Services Indirectly Measured (FISIM),2013,Southern,Euro Million,25.3,29.625292740046838
3613,Financial Intermediation Services Indirectly Measured (FISIM),2013,Mid-West,Euro Million,5.7,6.674473067915691
3614,Financial Intermediation Services Indirectly Measured (FISIM),2013,South-East,Euro Million,10.0,11.7096018735363
3615,Financial Intermediation Services Indirectly Measured (FISIM),2013,South-West,Euro Million,9.6,11.241217798594848
3616,Financial Intermediation Services Indirectly Measured (FISIM),2013,Eastern and Midland,Euro Million,18.2,21.311475409836063
3617,Financial Intermediation Services Indirectly Measured (FISIM),2013,Dublin and Mid-East,Euro Million,9.8,11.475409836065575
3618,Financial Intermediation Services Indirectly Measured (FISIM),2013,Midland,Euro Million,8.4,9.836065573770492
3619,Financial Intermediation Services Indirectly Measured (FISIM),2014,State,Euro Million,59.1,68.96149358226371
3620,Financial Intermediation Services Indirectly Measured (FISIM),2014,Northern and Western,Euro Million,9.8,11.435239206534423
3621,Financial Intermediation Services Indirectly Measured (FISIM),2014,Border,Euro Million,6.9,8.051341890315053
3622,Financial Intermediation Services Indirectly Measured (FISIM),2014,West,Euro Million,2.9,3.38389731621937
3623,Financial Intermediation Services Indirectly Measured (FISIM),2014,Southern,Euro Million,28.2,32.90548424737456
3624,Financial Intermediation Services Indirectly Measured (FISIM),2014,Mid-West,Euro Million,7.1,8.284714119019837
3625,Financial Intermediation Services Indirectly Measured (FISIM),2014,South-East,Euro Million,10.9,12.718786464410735
3626,Financial Intermediation Services Indirectly Measured (FISIM),2014,South-West,Euro Million,10.2,11.90198366394399
3627,Financial Intermediation Services Indirectly Measured (FISIM),2014,Eastern and Midland,Euro Million,21.2,24.73745624270712
3628,Financial Intermediation Services Indirectly Measured (FISIM),2014,Dublin and Mid-East,Euro Million,11.4,13.302217036172696
3629,Financial Intermediation Services Indirectly Measured (FISIM),2014,Midland,Euro Million,9.7,11.31855309218203
3630,Financial Intermediation Services Indirectly Measured (FISIM),2015,State,Euro Million,116.5,136.25730994152045
3631,Financial Intermediation Services Indirectly Measured (FISIM),2015,Northern and Western,Euro Million,18.6,21.75438596491228
3632,Financial Intermediation Services Indirectly Measured (FISIM),2015,Border,Euro Million,13.0,15.204678362573098
3633,Financial Intermediation Services Indirectly Measured (FISIM),2015,West,Euro Million,5.6,6.549707602339181
3634,Financial Intermediation Services Indirectly Measured (FISIM),2015,Southern,Euro Million,56.3,65.84795321637426
3635,Financial Intermediation Services Indirectly Measured (FISIM),2015,Mid-West,Euro Million,13.7,16.023391812865494
3636,Financial Intermediation Services Indirectly Measured (FISIM),2015,South-East,Euro Million,21.4,25.02923976608187
3637,Financial Intermediation Services Indirectly Measured (FISIM),2015,South-West,Euro Million,21.2,24.7953216374269
3638,Financial Intermediation Services Indirectly Measured (FISIM),2015,Eastern and Midland,Euro Million,41.6,48.654970760233915
3639,Financial Intermediation Services Indirectly Measured (FISIM),2015,Dublin and Mid-East,Euro Million,22.6,26.432748538011698
3640,Financial Intermediation Services Indirectly Measured (FISIM),2015,Midland,Euro Million,19.0,22.22222222222222
3641,Financial Intermediation Services Indirectly Measured (FISIM),2016,State,Euro Million,157.6,183.6829836829837
3642,Financial Intermediation Services Indirectly Measured (FISIM),2016,Northern and Western,Euro Million,22.4,26.107226107226108
3643,Financial Intermediation Services Indirectly Measured (FISIM),2016,Border,Euro Million,14.3,16.666666666666668
3644,Financial Intermediation Services Indirectly Measured (FISIM),2016,West,Euro Million,8.1,9.44055944055944
3645,Financial Intermediation Services Indirectly Measured (FISIM),2016,Southern,Euro Million,80.3,93.58974358974359
3646,Financial Intermediation Services Indirectly Measured (FISIM),2016,Mid-West,Euro Million,19.5,22.727272727272727
3647,Financial Intermediation Services Indirectly Measured (FISIM),2016,South-East,Euro Million,31.7,36.946386946386944
3648,Financial Intermediation Services Indirectly Measured (FISIM),2016,South-West,Euro Million,29.2,34.032634032634036
3649,Financial Intermediation Services Indirectly Measured (FISIM),2016,Eastern and Midland,Euro Million,54.9,63.98601398601399
3650,Financial Intermediation Services Indirectly Measured (FISIM),2016,Dublin and Mid-East,Euro Million,31.0,36.13053613053613
3651,Financial Intermediation Services Indirectly Measured (FISIM),2016,Midland,Euro Million,23.9,27.855477855477854
3652,Financial Intermediation Services Indirectly Measured (FISIM),2017,State,Euro Million,127.4186703,146.7957031105991
3653,Financial Intermediation Services Indirectly Measured (FISIM),2017,Northern and Western,Euro Million,19.24385851,22.170343905529954
3654,Financial Intermediation Services Indirectly Measured (FISIM),2017,Border,Euro Million,12.78526397,14.729566785714288
3655,Financial Intermediation Services Indirectly Measured (FISIM),2017,West,Euro Million,6.458594537,7.440777116359447
3656,Financial Intermediation Services Indirectly Measured (FISIM),2017,Southern,Euro Million,61.93952484,71.35889958525345
3657,Financial Intermediation Services Indirectly Measured (FISIM),2017,Mid-West,Euro Million,15.15659788,17.461518294930876
3658,Financial Intermediation Services Indirectly Measured (FISIM),2017,South-East,Euro Million,23.7150157,27.321446658986176
3659,Financial Intermediation Services Indirectly Measured (FISIM),2017,South-West,Euro Million,23.06791126,26.575934631336406
3660,Financial Intermediation Services Indirectly Measured (FISIM),2017,Eastern and Midland,Euro Million,46.23528693,53.2664595967742
3661,Financial Intermediation Services Indirectly Measured (FISIM),2017,Dublin and Mid-East,Euro Million,25.88445676,29.82080271889401
3662,Financial Intermediation Services Indirectly Measured (FISIM),2017,Midland,Euro Million,20.35083017,23.445656877880186
3663,Financial Intermediation Services Indirectly Measured (FISIM),2018,State,Euro Million,132.6785209,151.2867969213227
3664,Financial Intermediation Services Indirectly Measured (FISIM),2018,Northern and Western,Euro Million,19.64735852,22.40291735461802
3665,Financial Intermediation Services Indirectly Measured (FISIM),2018,Border,Euro Million,13.34059666,15.211626750285062
3666,Financial Intermediation Services Indirectly Measured (FISIM),2018,West,Euro Million,6.306761865,7.1912906100342076
3667,Financial Intermediation Services Indirectly Measured (FISIM),2018,Southern,Euro Million,64.90459285,74.00751750285063
3668,Financial Intermediation Services Indirectly Measured (FISIM),2018,Mid-West,Euro Million,16.61536465,18.945683751425314
3669,Financial Intermediation Services Indirectly Measured (FISIM),2018,South-East,Euro Million,24.76064409,28.233345598631697
3670,Financial Intermediation Services Indirectly Measured (FISIM),2018,South-West,Euro Million,23.52858411,26.828488152793614
3671,Financial Intermediation Services Indirectly Measured (FISIM),2018,Eastern and Midland,Euro Million,48.12656955,54.876362086659064
3672,Financial Intermediation Services Indirectly Measured (FISIM),2018,Dublin and Mid-East,Euro Million,26.5585331,30.283390079817558
3673,Financial Intermediation Services Indirectly Measured (FISIM),2018,Midland,Euro Million,21.56803645,24.592972006841507
3674,Financial Intermediation Services Indirectly Measured (FISIM),2019,State,Euro Million,134.5733715,151.88868115124154
3675,Financial Intermediation Services Indirectly Measured (FISIM),2019,Northern and Western,Euro Million,18.83596549,21.25955472911964
3676,Financial Intermediation Services Indirectly Measured (FISIM),2019,Border,Euro Million,13.1779323,14.87351275395034
3677,Financial Intermediation Services Indirectly Measured (FISIM),2019,West,Euro Million,5.658033189,6.386041974040633
3678,Financial Intermediation Services Indirectly Measured (FISIM),2019,Southern,Euro Million,65.47238538,73.89659749435667
3679,Financial Intermediation Services Indirectly Measured (FISIM),2019,Mid-West,Euro Million,17.13961736,19.344940586907448
3680,Financial Intermediation Services Indirectly Measured (FISIM),2019,South-East,Euro Million,23.76382896,26.821477381489846
3681,Financial Intermediation Services Indirectly Measured (FISIM),2019,South-West,Euro Million,24.56893906,27.73017952595937
3682,Financial Intermediation Services Indirectly Measured (FISIM),2019,Eastern and Midland,Euro Million,50.26502063,56.732528927765244
3683,Financial Intermediation Services Indirectly Measured (FISIM),2019,Dublin and Mid-East,Euro Million,27.27882512,30.788741670428898
3684,Financial Intermediation Services Indirectly Measured (FISIM),2019,Midland,Euro Million,22.98619551,25.943787257336346
3685,Financial Intermediation Services Indirectly Measured (FISIM),2020,State,Euro Million,114.7134889,128.60256603139013
3686,Financial Intermediation Services Indirectly Measured (FISIM),2020,Northern and Western,Euro Million,17.16144558,19.23928876681614
3687,Financial Intermediation Services Indirectly Measured (FISIM),2020,Border,Euro Million,12.0216432,13.477178475336322
3688,Financial Intermediation Services Indirectly Measured (FISIM),2020,West,Euro Million,5.139802383,5.762110294843049
3689,Financial Intermediation Services Indirectly Measured (FISIM),2020,Southern,Euro Million,57.16779562,64.08945697309416
3690,Financial Intermediation Services Indirectly Measured (FISIM),2020,Mid-West,Euro Million,15.09705815,16.92495308295964
3691,Financial Intermediation Services Indirectly Measured (FISIM),2020,South-East,Euro Million,20.55388193,23.04246853139013
3692,Financial Intermediation Services Indirectly Measured (FISIM),2020,South-West,Euro Million,21.51685554,24.122035358744395
3693,Financial Intermediation Services Indirectly Measured (FISIM),2020,Eastern and Midland,Euro Million,40.38424766,45.27382024663677
3694,Financial Intermediation Services Indirectly Measured (FISIM),2020,Dublin and Mid-East,Euro Million,20.56161855,23.051141872197306
3695,Financial Intermediation Services Indirectly Measured (FISIM),2020,Midland,Euro Million,19.8226291,22.2226783632287
3696,Financial Intermediation Services Indirectly Measured (FISIM),2021,State,Euro Million,77.27503224,84.45358714754099
3697,Financial Intermediation Services Indirectly Measured (FISIM),2021,Northern and Western,Euro Million,12.81923446,14.01009230601093
3698,Financial Intermediation Services Indirectly Measured (FISIM),2021,Border,Euro Million,9.224088497,10.080971034972679
3699,Financial Intermediation Services Indirectly Measured (FISIM),2021,West,Euro Million,3.595145964,3.9291212721311477
3700,Financial Intermediation Services Indirectly Measured (FISIM),2021,Southern,Euro Million,36.59466797,39.99417264480875
3701,Financial Intermediation Services Indirectly Measured (FISIM),2021,Mid-West,Euro Million,11.68843997,12.774251333333334
3702,Financial Intermediation Services Indirectly Measured (FISIM),2021,South-East,Euro Million,14.01371504,15.31553556284153
3703,Financial Intermediation Services Indirectly Measured (FISIM),2021,South-West,Euro Million,10.89251296,11.90438574863388
3704,Financial Intermediation Services Indirectly Measured (FISIM),2021,Eastern and Midland,Euro Million,27.86112981,30.449322196721315
3705,Financial Intermediation Services Indirectly Measured (FISIM),2021,Dublin and Mid-East,Euro Million,13.93665459,15.23131649180328
3706,Financial Intermediation Services Indirectly Measured (FISIM),2021,Midland,Euro Million,13.92447522,15.218005704918033
3707,Financial Intermediation Services Indirectly Measured (FISIM),2022,State,Euro Million,87.6081564,90.31768701030927
3708,Financial Intermediation Services Indirectly Measured (FISIM),2022,Northern and Western,Euro Million,11.83072573,12.196624463917523
3709,Financial Intermediation Services Indirectly Measured (FISIM),2022,Border,Euro Million,8.876524359,9.151056040206184
3710,Financial Intermediation Services Indirectly Measured (FISIM),2022,West,Euro Million,2.954201369,3.0455684216494845
3711,Financial Intermediation Services Indirectly Measured (FISIM),2022,Southern,Euro Million,44.25860745,45.62743036082474
3712,Financial Intermediation Services Indirectly Measured (FISIM),2022,Mid-West,Euro Million,12.42628148,12.810599463917525
3713,Financial Intermediation Services Indirectly Measured (FISIM),2022,South-East,Euro Million,15.69177557,16.177088216494845
3714,Financial Intermediation Services Indirectly Measured (FISIM),2022,South-West,Euro Million,16.1405504,16.63974268041237
3715,Financial Intermediation Services Indirectly Measured (FISIM),2022,Eastern and Midland,Euro Million,31.51882323,32.49363219587629
3716,Financial Intermediation Services Indirectly Measured (FISIM),2022,Dublin and Mid-East,Euro Million,15.39060292,15.866600948453605
3717,Financial Intermediation Services Indirectly Measured (FISIM),2022,Midland,Euro Million,16.12822031,16.62703124742268
3718,Seeds,2010,State,Euro Million,51.7,62.895377128953776
3719,Seeds,2010,Northern and Western,Euro Million,7.8,9.489051094890511
3720,Seeds,2010,Border,Euro Million,4.1,4.987834549878345
3721,Seeds,2010,West,Euro Million,3.7,4.5012165450121655
3722,Seeds,2010,Southern,Euro Million,27.5,33.45498783454988
3723,Seeds,2010,Mid-West,Euro Million,6.5,7.907542579075426
3724,Seeds,2010,South-East,Euro Million,12.6,15.328467153284672
3725,Seeds,2010,South-West,Euro Million,8.3,10.097323600973237
3726,Seeds,2010,Eastern and Midland,Euro Million,16.4,19.95133819951338
3727,Seeds,2010,Dublin and Mid-East,Euro Million,12.3,14.963503649635038
3728,Seeds,2010,Midland,Euro Million,4.2,5.109489051094891
3729,Seeds,2011,State,Euro Million,56.3,66.62721893491124
3730,Seeds,2011,Northern and Western,Euro Million,9.4,11.124260355029588
3731,Seeds,2011,Border,Euro Million,4.7,5.562130177514794
3732,Seeds,2011,West,Euro Million,4.8,5.680473372781065
3733,Seeds,2011,Southern,Euro Million,29.7,35.14792899408284
3734,Seeds,2011,Mid-West,Euro Million,7.0,8.284023668639053
3735,Seeds,2011,South-East,Euro Million,12.9,15.266272189349113
3736,Seeds,2011,South-West,Euro Million,9.7,11.479289940828401
3737,Seeds,2011,Eastern and Midland,Euro Million,17.2,20.355029585798817
3738,Seeds,2011,Dublin and Mid-East,Euro Million,11.9,14.082840236686392
3739,Seeds,2011,Midland,Euro Million,5.3,6.272189349112426
3740,Seeds,2012,State,Euro Million,63.6,74.73560517038779
3741,Seeds,2012,Northern and Western,Euro Million,10.0,11.75088131609871
3742,Seeds,2012,Border,Euro Million,5.2,6.110458284371329
3743,Seeds,2012,West,Euro Million,4.8,5.64042303172738
3744,Seeds,2012,Southern,Euro Million,32.9,38.66039952996475
3745,Seeds,2012,Mid-West,Euro Million,7.5,8.813160987074031
3746,Seeds,2012,South-East,Euro Million,14.6,17.156286721504117
3747,Seeds,2012,South-West,Euro Million,10.9,12.808460634547593
3748,Seeds,2012,Eastern and Midland,Euro Million,20.7,24.324324324324326
3749,Seeds,2012,Dublin and Mid-East,Euro Million,14.8,17.39130434782609
3750,Seeds,2012,Midland,Euro Million,5.9,6.9330199764982385
3751,Seeds,2013,State,Euro Million,75.5,88.40749414519907
3752,Seeds,2013,Northern and Western,Euro Million,12.5,14.637002341920374
3753,Seeds,2013,Border,Euro Million,6.5,7.611241217798595
3754,Seeds,2013,West,Euro Million,6.0,7.02576112412178
3755,Seeds,2013,Southern,Euro Million,39.1,45.78454332552693
3756,Seeds,2013,Mid-West,Euro Million,9.3,10.889929742388759
3757,Seeds,2013,South-East,Euro Million,17.4,20.37470725995316
3758,Seeds,2013,South-West,Euro Million,12.5,14.637002341920374
3759,Seeds,2013,Eastern and Midland,Euro Million,23.9,27.985948477751755
3760,Seeds,2013,Dublin and Mid-East,Euro Million,16.8,19.672131147540984
3761,Seeds,2013,Midland,Euro Million,7.1,8.313817330210773
3762,Seeds,2014,State,Euro Million,67.2,78.41306884480747
3763,Seeds,2014,Northern and Western,Euro Million,10.8,12.602100350058343
3764,Seeds,2014,Border,Euro Million,5.4,6.301050175029172
3765,Seeds,2014,West,Euro Million,5.4,6.301050175029172
3766,Seeds,2014,Southern,Euro Million,35.5,41.423570595099186
3767,Seeds,2014,Mid-West,Euro Million,8.6,10.035005834305718
3768,Seeds,2014,South-East,Euro Million,14.9,17.38623103850642
3769,Seeds,2014,South-West,Euro Million,11.9,13.885647607934656
3770,Seeds,2014,Eastern and Midland,Euro Million,20.9,24.38739789964994
3771,Seeds,2014,Dublin and Mid-East,Euro Million,14.7,17.152858809801632
3772,Seeds,2014,Midland,Euro Million,6.2,7.234539089848308
3773,Seeds,2015,State,Euro Million,68.3,79.88304093567251
3774,Seeds,2015,Northern and Western,Euro Million,12.2,14.269005847953215
3775,Seeds,2015,Border,Euro Million,6.2,7.251461988304094
3776,Seeds,2015,West,Euro Million,6.0,7.017543859649122
3777,Seeds,2015,Southern,Euro Million,35.3,41.28654970760233
3778,Seeds,2015,Mid-West,Euro Million,9.1,10.643274853801168
3779,Seeds,2015,South-East,Euro Million,14.3,16.72514619883041
3780,Seeds,2015,South-West,Euro Million,11.9,13.91812865497076
3781,Seeds,2015,Eastern and Midland,Euro Million,20.9,24.444444444444443
3782,Seeds,2015,Dublin and Mid-East,Euro Million,14.5,16.95906432748538
3783,Seeds,2015,Midland,Euro Million,6.4,7.485380116959064
3784,Seeds,2016,State,Euro Million,70.2,81.81818181818183
3785,Seeds,2016,Northern and Western,Euro Million,11.9,13.869463869463871
3786,Seeds,2016,Border,Euro Million,5.9,6.876456876456877
3787,Seeds,2016,West,Euro Million,6.0,6.993006993006993
3788,Seeds,2016,Southern,Euro Million,36.4,42.42424242424242
3789,Seeds,2016,Mid-West,Euro Million,9.7,11.305361305361306
3790,Seeds,2016,South-East,Euro Million,14.5,16.899766899766902
3791,Seeds,2016,South-West,Euro Million,12.2,14.21911421911422
3792,Seeds,2016,Eastern and Midland,Euro Million,22.0,25.641025641025642
