,Statistic Label,Year,Region,UNIT,VALUE,Adjusted Value
1371,All Crops,2017,South-West,Euro Million,293.082828,337.6530276497696
1372,All Crops,2017,Eastern and Midland,Euro Million,608.1338072,700.6149852534563
1373,All Crops,2017,Dublin and Mid-East,Euro Million,434.6022624,500.6938506912443
1374,All Crops,2017,Midland,Euro Million,173.5315448,199.92113456221202
1375,All Crops,2018,State,Euro Million,2125.238553,2423.3050775370584
1376,All Crops,2018,Northern and Western,Euro Million,444.3258468,506.6429267958951
1377,All Crops,2018,Border,Euro Million,251.9601835,287.29781470923604
1378,All Crops,2018,West,Euro Million,192.3656633,219.34511208665907
1379,All Crops,2018,Southern,Euro Million,997.2701203,1137.1381075256556
1380,All Crops,2018,Mid-West,Euro Million,278.7572148,317.8531525655644
1381,All Crops,2018,South-East,Euro Million,386.7424348,440.98339201824405
1382,All Crops,2018,South-West,Euro Million,331.7704706,378.3015628278221
1383,All Crops,2018,Eastern and Midland,Euro Million,683.6425856,779.5240428734321
1384,All Crops,2018,Dublin and Mid-East,Euro Million,479.5991013,546.863285404789
1385,All Crops,2018,Midland,Euro Million,204.0434843,232.66075746864308
1386,All Crops,2019,State,Euro Million,1884.998179,2127.5374480812643
1387,All Crops,2019,Northern and Western,Euro Million,379.0241329,427.79247505643343
1388,All Crops,2019,Border,Euro Million,222.5966011,251.237698758465
1389,All Crops,2019,West,Euro Million,156.4275319,176.55477641083522
1390,All Crops,2019,Southern,Euro Million,886.1208988,1000.1364546275396
1391,All Crops,2019,Mid-West,Euro Million,228.578092,257.98881715575624
1392,All Crops,2019,South-East,Euro Million,362.4878645,409.12851523702034
1393,All Crops,2019,South-West,Euro Million,295.0549423,333.019122234763
1394,All Crops,2019,Eastern and Midland,Euro Million,619.8531472,699.6085182844243
1395,All Crops,2019,Dublin and Mid-East,Euro Million,448.4687236,506.1723742663657
1396,All Crops,2019,Midland,Euro Million,171.3844236,193.43614401805868
1397,All Crops,2020,State,Euro Million,1937.082546,2171.6172040358742
1398,All Crops,2020,Northern and Western,Euro Million,403.1274363,451.936587780269
1399,All Crops,2020,Border,Euro Million,197.9648269,221.93366244394616
1400,All Crops,2020,West,Euro Million,205.1626094,230.00292533632285
1401,All Crops,2020,Southern,Euro Million,914.1113265,1024.7884826233183
1402,All Crops,2020,Mid-West,Euro Million,236.2218715,264.82272589686096
1403,All Crops,2020,South-East,Euro Million,377.4816855,423.18574607623316
1404,All Crops,2020,South-West,Euro Million,300.4077695,336.78001065022414
1405,All Crops,2020,Eastern and Midland,Euro Million,619.8437832,694.8921336322869
1406,All Crops,2020,Dublin and Mid-East,Euro Million,447.5095464,501.6923165919282
1407,All Crops,2020,Midland,Euro Million,172.3342368,193.19981704035874
1408,All Crops,2021,State,Euro Million,2132.508983,2330.6109103825142
1409,All Crops,2021,Northern and Western,Euro Million,391.7957709,428.1920993442623
1410,All Crops,2021,Border,Euro Million,191.2445815,209.01047158469947
1411,All Crops,2021,West,Euro Million,200.5511895,219.18162786885247
1412,All Crops,2021,Southern,Euro Million,994.425506,1086.8038316939892
1413,All Crops,2021,Mid-West,Euro Million,243.2996954,265.90130644808744
1414,All Crops,2021,South-East,Euro Million,435.7108498,476.1867210928962
1415,All Crops,2021,South-West,Euro Million,315.4149608,344.71580415300554
1416,All Crops,2021,Eastern and Midland,Euro Million,746.2877057,815.6149789071038
1417,All Crops,2021,Dublin and Mid-East,Euro Million,566.0240906,618.6055634972679
1418,All Crops,2021,Midland,Euro Million,180.2636151,197.0094154098361
1419,All Crops,2022,State,Euro Million,2616.210832,2697.124569072165
1420,All Crops,2022,Northern and Western,Euro Million,472.4795183,487.0922869072164
1421,All Crops,2022,Border,Euro Million,243.1468542,250.66685999999999
1422,All Crops,2022,West,Euro Million,229.3326641,236.42542690721646
1423,All Crops,2022,Southern,Euro Million,1235.203768,1273.4059463917524
1424,All Crops,2022,Mid-West,Euro Million,282.328926,291.06074845360826
1425,All Crops,2022,South-East,Euro Million,532.0498337,548.5049831958762
1426,All Crops,2022,South-West,Euro Million,420.8250082,433.8402146391752
1427,All Crops,2022,Eastern and Midland,Euro Million,908.5275455,936.6263355670102
1428,All Crops,2022,Dublin and Mid-East,Euro Million,683.080605,704.2068092783504
1429,All Crops,2022,Midland,Euro Million,225.4469405,232.41952628865977
1430,Cereals,2010,State,Euro Million,192.9,234.67153284671534
1431,Cereals,2010,Northern and Western,Euro Million,7.2,8.75912408759124
1432,Cereals,2010,Border,Euro Million,4.5,5.474452554744526
1433,Cereals,2010,West,Euro Million,2.7,3.2846715328467155
1434,Cereals,2010,Southern,Euro Million,101.9,123.96593673965938
1435,Cereals,2010,Mid-West,Euro Million,15.9,19.34306569343066
1436,Cereals,2010,South-East,Euro Million,55.2,67.15328467153286
1437,Cereals,2010,South-West,Euro Million,30.7,37.34793187347932
1438,Cereals,2010,Eastern and Midland,Euro Million,83.9,102.06812652068128
1439,Cereals,2010,Dublin and Mid-East,Euro Million,65.3,79.4403892944039
1440,Cereals,2010,Midland,Euro Million,18.6,22.627737226277375
1441,Cereals,2011,State,Euro Million,290.1,343.31360946745565
1442,Cereals,2011,Northern and Western,Euro Million,9.6,11.36094674556213
1443,Cereals,2011,Border,Euro Million,5.6,6.627218934911243
1444,Cereals,2011,West,Euro Million,3.9,4.615384615384616
1445,Cereals,2011,Southern,Euro Million,149.7,177.15976331360946
1446,Cereals,2011,Mid-West,Euro Million,23.0,27.218934911242606
1447,Cereals,2011,South-East,Euro Million,81.4,96.33136094674558
1448,Cereals,2011,South-West,Euro Million,45.3,53.6094674556213
1449,Cereals,2011,Eastern and Midland,Euro Million,130.8,154.79289940828406
1450,Cereals,2011,Dublin and Mid-East,Euro Million,101.3,119.88165680473372
1451,Cereals,2011,Midland,Euro Million,29.5,34.9112426035503
1452,Cereals,2012,State,Euro Million,334.9,393.5370152761457
1453,Cereals,2012,Northern and Western,Euro Million,13.4,15.74618096357227
1454,Cereals,2012,Border,Euro Million,7.6,8.930669800235018
1455,Cereals,2012,West,Euro Million,5.7,6.698002350176265
1456,Cereals,2012,Southern,Euro Million,186.8,219.5064629847239
1457,Cereals,2012,Mid-West,Euro Million,29.2,34.31257344300823
1458,Cereals,2012,South-East,Euro Million,105.6,124.08930669800236
1459,Cereals,2012,South-West,Euro Million,52.0,61.10458284371329
1460,Cereals,2012,Eastern and Midland,Euro Million,134.8,158.40188014101062
1461,Cereals,2012,Dublin and Mid-East,Euro Million,106.4,125.02937720329027
1462,Cereals,2012,Midland,Euro Million,28.4,33.372502937720334
1463,Cereals,2013,State,Euro Million,289.6,339.11007025761126
1464,Cereals,2013,Northern and Western,Euro Million,10.0,11.7096018735363
1465,Cereals,2013,Border,Euro Million,5.6,6.557377049180327
1466,Cereals,2013,West,Euro Million,4.4,5.152224824355972
1467,Cereals,2013,Southern,Euro Million,151.2,177.04918032786884
1468,Cereals,2013,Mid-West,Euro Million,22.4,26.22950819672131
1469,Cereals,2013,South-East,Euro Million,85.1,99.6487119437939
1470,Cereals,2013,South-West,Euro Million,43.7,51.17096018735363
1471,Cereals,2013,Eastern and Midland,Euro Million,128.4,150.3512880562061
1472,Cereals,2013,Dublin and Mid-East,Euro Million,98.6,115.4566744730679
1473,Cereals,2013,Midland,Euro Million,29.9,35.011709601873534
1474,Cereals,2014,State,Euro Million,280.5,327.30455075845975
1475,Cereals,2014,Northern and Western,Euro Million,9.6,11.201866977829638
1476,Cereals,2014,Border,Euro Million,5.3,6.18436406067678
1477,Cereals,2014,West,Euro Million,4.2,4.900816802800467
1478,Cereals,2014,Southern,Euro Million,142.6,166.39439906651108
1479,Cereals,2014,Mid-West,Euro Million,22.6,26.371061843640607
1480,Cereals,2014,South-East,Euro Million,80.2,93.58226371061843
1481,Cereals,2014,South-West,Euro Million,39.8,46.44107351225204
1482,Cereals,2014,Eastern and Midland,Euro Million,128.4,149.8249708284714
1483,Cereals,2014,Dublin and Mid-East,Euro Million,99.4,115.98599766627773
1484,Cereals,2014,Midland,Euro Million,29.0,33.838973162193696
1485,Cereals,2015,State,Euro Million,262.7,307.2514619883041
1486,Cereals,2015,Northern and Western,Euro Million,8.4,9.824561403508772
1487,Cereals,2015,Border,Euro Million,4.5,5.263157894736842
1488,Cereals,2015,West,Euro Million,3.9,4.56140350877193
1489,Cereals,2015,Southern,Euro Million,133.0,155.55555555555554
1490,Cereals,2015,Mid-West,Euro Million,22.6,26.432748538011698
1491,Cereals,2015,South-East,Euro Million,75.1,87.83625730994152
1492,Cereals,2015,South-West,Euro Million,35.3,41.28654970760233
1493,Cereals,2015,Eastern and Midland,Euro Million,121.4,141.98830409356725
1494,Cereals,2015,Dublin and Mid-East,Euro Million,94.3,110.29239766081871
1495,Cereals,2015,Midland,Euro Million,27.0,31.57894736842105
1496,Cereals,2016,State,Euro Million,230.8,268.99766899766905
1497,Cereals,2016,Northern and Western,Euro Million,6.3,7.3426573426573425
1498,Cereals,2016,Border,Euro Million,3.8,4.428904428904429
1499,Cereals,2016,West,Euro Million,2.5,2.913752913752914
1500,Cereals,2016,Southern,Euro Million,115.2,134.26573426573427
1501,Cereals,2016,Mid-West,Euro Million,18.3,21.32867132867133
1502,Cereals,2016,South-East,Euro Million,65.2,75.990675990676
1503,Cereals,2016,South-West,Euro Million,31.7,36.946386946386944
1504,Cereals,2016,Eastern and Midland,Euro Million,109.3,127.3892773892774
1505,Cereals,2016,Dublin and Mid-East,Euro Million,85.6,99.76689976689977
1506,Cereals,2016,Midland,Euro Million,23.8,27.738927738927742
1507,Cereals,2017,State,Euro Million,237.2448343,273.32354182027655
1508,Cereals,2017,Northern and Western,Euro Million,7.092672077,8.17128119470046
1509,Cereals,2017,Border,Euro Million,3.890475052,4.482114115207374
1510,Cereals,2017,West,Euro Million,3.202197026,3.6891670806451615
1511,Cereals,2017,Southern,Euro Million,116.9620713,134.74893006912444
1512,Cereals,2017,Mid-West,Euro Million,19.8277415,22.843020161290323
1513,Cereals,2017,South-East,Euro Million,64.24406967,74.0139051497696
1514,Cereals,2017,South-West,Euro Million,32.89026008,37.89200470046083
1515,Cereals,2017,Eastern and Midland,Euro Million,113.1900909,130.40333052995393
1516,Cereals,2017,Dublin and Mid-East,Euro Million,88.15679691,101.56313008064517
1517,Cereals,2017,Midland,Euro Million,25.03329404,28.840200506912446
1518,Cereals,2018,State,Euro Million,288.4218997,328.8733177879133
1519,Cereals,2018,Northern and Western,Euro Million,10.06314188,11.474506134549602
1520,Cereals,2018,Border,Euro Million,5.817672168,6.6336056647662485
1521,Cereals,2018,West,Euro Million,4.245469716,4.840900474344355
1522,Cereals,2018,Southern,Euro Million,141.6515355,161.51828449258835
1523,Cereals,2018,Mid-West,Euro Million,24.07180453,27.44789570125428
1524,Cereals,2018,South-East,Euro Million,77.03014726,87.83369128848348
1525,Cereals,2018,South-West,Euro Million,40.54958375,46.236697548460654
1526,Cereals,2018,Eastern and Midland,Euro Million,136.7072223,155.88052713797038
1527,Cereals,2018,Dublin and Mid-East,Euro Million,104.9218858,119.6372700114025
1528,Cereals,2018,Midland,Euro Million,31.78533652,36.243257149372866
1529,Cereals,2019,State,Euro Million,327.2228042,369.32596410835214
1530,Cereals,2019,Northern and Western,Euro Million,9.635551686,10.875340503386004
1531,Cereals,2019,Border,Euro Million,5.3220055,6.00677821670429
1532,Cereals,2019,West,Euro Million,4.313546187,4.868562287810384
1533,Cereals,2019,Southern,Euro Million,167.0823325,188.58051072234764
1534,Cereals,2019,Mid-West,Euro Million,26.43103263,29.831865270880364
1535,Cereals,2019,South-East,Euro Million,93.83673371,105.91053466139957
1536,Cereals,2019,South-West,Euro Million,46.81456618,52.83811081264109
1537,Cereals,2019,Eastern and Midland,Euro Million,150.50492,169.87011286681718
1538,Cereals,2019,Dublin and Mid-East,Euro Million,115.8998343,130.81245406320542
1539,Cereals,2019,Midland,Euro Million,34.60508569,39.057658792325064
1540,Cereals,2020,State,Euro Million,289.5431476,324.59994125560536
1541,Cereals,2020,Northern and Western,Euro Million,9.06884277,10.16686409192825
1542,Cereals,2020,Border,Euro Million,5.157439576,5.781882932735425
1543,Cereals,2020,West,Euro Million,3.911403194,4.384981159192825
1544,Cereals,2020,Southern,Euro Million,156.7944554,175.7785374439462
1545,Cereals,2020,Mid-West,Euro Million,25.0913236,28.129286547085197
1546,Cereals,2020,South-East,Euro Million,87.55122346,98.15159580717489
1547,Cereals,2020,South-West,Euro Million,44.15190838,49.49765513452915
1548,Cereals,2020,Eastern and Midland,Euro Million,123.6798494,138.65453968609864
1549,Cereals,2020,Dublin and Mid-East,Euro Million,94.26020792,105.6728788340807
1550,Cereals,2020,Midland,Euro Million,29.41964149,32.9816608632287
1551,Cereals,2021,State,Euro Million,434.1945078,474.5295167213115
1552,Cereals,2021,Northern and Western,Euro Million,12.00097217,13.115816579234975
1553,Cereals,2021,Border,Euro Million,6.640860995,7.257771579234973
1554,Cereals,2021,West,Euro Million,5.360111178,5.858045003278689
1555,Cereals,2021,Southern,Euro Million,219.2772793,239.6472997814208
1556,Cereals,2021,Mid-West,Euro Million,34.88594082,38.12671127868853
1557,Cereals,2021,South-East,Euro Million,124.7100306,136.2951154098361
1558,Cereals,2021,South-West,Euro Million,59.6813078,65.22547300546448
1559,Cereals,2021,Eastern and Midland,Euro Million,202.9162563,221.76640032786887
1560,Cereals,2021,Dublin and Mid-East,Euro Million,158.4621692,173.182698579235
1561,Cereals,2021,Midland,Euro Million,44.45408712,48.58370177049181
1562,Cereals,2022,State,Euro Million,694.6529464,716.1370581443298
1563,Cereals,2022,Northern and Western,Euro Million,22.61481918,23.314246577319587
1564,Cereals,2022,Border,Euro Million,12.36403997,12.746432958762886
1565,Cereals,2022,West,Euro Million,10.25077921,10.567813618556698
1566,Cereals,2022,Southern,Euro Million,368.2671144,379.65681896907216
1567,Cereals,2022,Mid-West,Euro Million,61.79763362,63.70890063917525
1568,Cereals,2022,South-East,Euro Million,206.361822,212.74414639175254
1569,Cereals,2022,South-West,Euro Million,100.1076588,103.20377195876287
1570,Cereals,2022,Eastern and Midland,Euro Million,303.7710129,313.16599268041233
1571,Cereals,2022,Dublin and Mid-East,Euro Million,230.8250125,237.96393041237113
1572,Cereals,2022,Midland,Euro Million,72.94600034,75.20206220618556
1573,Potatoes,2010,State,Euro Million,117.6,143.06569343065695
1574,Potatoes,2010,Northern and Western,Euro Million,14.9,18.12652068126521
1575,Potatoes,2010,Border,Euro Million,13.2,16.05839416058394
1576,Potatoes,2010,West,Euro Million,1.7,2.068126520681265
1577,Potatoes,2010,Southern,Euro Million,39.8,48.41849148418491
1578,Potatoes,2010,Mid-West,Euro Million,3.3,4.014598540145985
1579,Potatoes,2010,South-East,Euro Million,24.7,30.04866180048662
1580,Potatoes,2010,South-West,Euro Million,11.8,14.355231143552313
1581,Potatoes,2010,Eastern and Midland,Euro Million,62.9,76.52068126520682
1582,Potatoes,2010,Dublin and Mid-East,Euro Million,60.4,73.4793187347932
1583,Potatoes,2010,Midland,Euro Million,2.5,3.0413625304136254
1584,Potatoes,2011,State,Euro Million,85.5,101.18343195266273
1585,Potatoes,2011,Northern and Western,Euro Million,9.7,11.479289940828401
1586,Potatoes,2011,Border,Euro Million,8.3,9.822485207100593
1587,Potatoes,2011,West,Euro Million,1.4,1.6568047337278107
1588,Potatoes,2011,Southern,Euro Million,26.7,31.597633136094675
1589,Potatoes,2011,Mid-West,Euro Million,3.0,3.550295857988166
1590,Potatoes,2011,South-East,Euro Million,16.4,19.40828402366864
1591,Potatoes,2011,South-West,Euro Million,7.3,8.63905325443787
1592,Potatoes,2011,Eastern and Midland,Euro Million,49.1,58.10650887573965
1593,Potatoes,2011,Dublin and Mid-East,Euro Million,46.0,54.43786982248521
1594,Potatoes,2011,Midland,Euro Million,3.1,3.668639053254438
1595,Potatoes,2012,State,Euro Million,103.2,121.26909518213868
1596,Potatoes,2012,Northern and Western,Euro Million,12.6,14.806110458284373
1597,Potatoes,2012,Border,Euro Million,11.3,13.278495887191543
1598,Potatoes,2012,West,Euro Million,1.3,1.5276145710928322
1599,Potatoes,2012,Southern,Euro Million,35.0,41.12808460634548
1600,Potatoes,2012,Mid-West,Euro Million,3.0,3.5252643948296125
1601,Potatoes,2012,South-East,Euro Million,22.2,26.086956521739133
1602,Potatoes,2012,South-West,Euro Million,9.7,11.398354876615747
1603,Potatoes,2012,Eastern and Midland,Euro Million,55.7,65.45240893066982
1604,Potatoes,2012,Dublin and Mid-East,Euro Million,53.0,62.27967097532316
1605,Potatoes,2012,Midland,Euro Million,2.7,3.1727379553466517
1606,Potatoes,2013,State,Euro Million,164.3,192.38875878220142
1607,Potatoes,2013,Northern and Western,Euro Million,19.5,22.833723653395783
1608,Potatoes,2013,Border,Euro Million,17.7,20.72599531615925
1609,Potatoes,2013,West,Euro Million,1.9,2.2248243559718968
1610,Potatoes,2013,Southern,Euro Million,47.9,56.08899297423887
1611,Potatoes,2013,Mid-West,Euro Million,4.7,5.503512880562061
1612,Potatoes,2013,South-East,Euro Million,29.9,35.011709601873534
1613,Potatoes,2013,South-West,Euro Million,13.3,15.573770491803279
1614,Potatoes,2013,Eastern and Midland,Euro Million,96.9,113.46604215456675
1615,Potatoes,2013,Dublin and Mid-East,Euro Million,92.0,107.72833723653396
1616,Potatoes,2013,Midland,Euro Million,4.9,5.7377049180327875
1617,Potatoes,2014,State,Euro Million,89.2,104.08401400233373
1618,Potatoes,2014,Northern and Western,Euro Million,10.0,11.668611435239207
1619,Potatoes,2014,Border,Euro Million,9.2,10.73512252042007
1620,Potatoes,2014,West,Euro Million,0.8,0.9334889148191365
1621,Potatoes,2014,Southern,Euro Million,25.7,29.98833138856476
1622,Potatoes,2014,Mid-West,Euro Million,1.9,2.2170361726954493
1623,Potatoes,2014,South-East,Euro Million,16.9,19.719953325554258
1624,Potatoes,2014,South-West,Euro Million,6.8,7.934655775962661
1625,Potatoes,2014,Eastern and Midland,Euro Million,53.5,62.42707117852976
1626,Potatoes,2014,Dublin and Mid-East,Euro Million,51.2,59.74329054842474
1627,Potatoes,2014,Midland,Euro Million,2.3,2.6837806301050176
1628,Potatoes,2015,State,Euro Million,117.7,137.66081871345028
1629,Potatoes,2015,Northern and Western,Euro Million,15.5,18.128654970760234
1630,Potatoes,2015,Border,Euro Million,14.4,16.842105263157894
1631,Potatoes,2015,West,Euro Million,1.2,1.4035087719298245
1632,Potatoes,2015,Southern,Euro Million,38.6,45.146198830409354
1633,Potatoes,2015,Mid-West,Euro Million,4.4,5.146198830409356
1634,Potatoes,2015,South-East,Euro Million,23.1,27.017543859649123
1635,Potatoes,2015,South-West,Euro Million,11.0,12.865497076023392
1636,Potatoes,2015,Eastern and Midland,Euro Million,63.6,74.3859649122807
1637,Potatoes,2015,Dublin and Mid-East,Euro Million,61.4,71.81286549707602
1638,Potatoes,2015,Midland,Euro Million,2.2,2.573099415204678
1639,Potatoes,2016,State,Euro Million,136.0,158.50815850815852
1640,Potatoes,2016,Northern and Western,Euro Million,16.0,18.64801864801865
1641,Potatoes,2016,Border,Euro Million,15.1,17.5990675990676
1642,Potatoes,2016,West,Euro Million,0.9,1.048951048951049
1643,Potatoes,2016,Southern,Euro Million,44.1,51.3986013986014
1644,Potatoes,2016,Mid-West,Euro Million,3.9,4.545454545454546
1645,Potatoes,2016,South-East,Euro Million,27.6,32.167832167832174
1646,Potatoes,2016,South-West,Euro Million,12.6,14.685314685314685
1647,Potatoes,2016,Eastern and Midland,Euro Million,75.9,88.46153846153847
1648,Potatoes,2016,Dublin and Mid-East,Euro Million,72.7,84.73193473193474
1649,Potatoes,2016,Midland,Euro Million,3.2,3.72960372960373
1650,Potatoes,2017,State,Euro Million,126.5010021,145.73848168202767
1651,Potatoes,2017,Northern and Western,Euro Million,12.64811149,14.571557016129033
1652,Potatoes,2017,Border,Euro Million,11.81044901,13.606508076036867
1653,Potatoes,2017,West,Euro Million,0.837662479,0.9650489389400922
1654,Potatoes,2017,Southern,Euro Million,41.85606745,48.2212758640553
1655,Potatoes,2017,Mid-West,Euro Million,3.317857825,3.8224168490783414
1656,Potatoes,2017,South-East,Euro Million,27.0606971,31.175918317972354
1657,Potatoes,2017,South-West,Euro Million,11.47751252,13.22294069124424
1658,Potatoes,2017,Eastern and Midland,Euro Million,71.9968232,82.94564884792626
1659,Potatoes,2017,Dublin and Mid-East,Euro Million,69.83839936,80.45898543778803
1660,Potatoes,2017,Midland,Euro Million,2.158423842,2.4866634124423963
1661,Potatoes,2018,State,Euro Million,139.2953209,158.8316087799316
1662,Potatoes,2018,Northern and Western,Euro Million,17.08011938,19.475620729760546
1663,Potatoes,2018,Border,Euro Million,16.25039345,18.52952502850627
1664,Potatoes,2018,West,Euro Million,0.829725935,0.9460957069555302
1665,Potatoes,2018,Southern,Euro Million,49.39379423,56.32131611174458
1666,Potatoes,2018,Mid-West,Euro Million,4.012105797,4.57480706613455
1667,Potatoes,2018,South-East,Euro Million,31.81514439,36.2772455986317
1668,Potatoes,2018,South-West,Euro Million,13.56654404,15.469263443557583
1669,Potatoes,2018,Eastern and Midland,Euro Million,72.82140726,83.03467190421892
1670,Potatoes,2018,Dublin and Mid-East,Euro Million,70.35870066,80.22656859749145
1671,Potatoes,2018,Midland,Euro Million,2.462706593,2.808103298745724
1672,Potatoes,2019,State,Euro Million,156.2903379,176.39992990970654
1673,Potatoes,2019,Northern and Western,Euro Million,15.35001787,17.325076602708805
1674,Potatoes,2019,Border,Euro Million,14.30101952,16.141105553047407
1675,Potatoes,2019,West,Euro Million,1.04899835,1.1839710496613995
1676,Potatoes,2019,Southern,Euro Million,55.8449258,63.03039029345373
1677,Potatoes,2019,Mid-West,Euro Million,4.785811267,5.40159285214447
1678,Potatoes,2019,South-East,Euro Million,36.44117445,41.12999373589165
1679,Potatoes,2019,South-West,Euro Million,14.61794009,16.498803713318285
1680,Potatoes,2019,Eastern and Midland,Euro Million,85.09539419,96.0444629683973
1681,Potatoes,2019,Dublin and Mid-East,Euro Million,82.00119321,92.55213680586908
1682,Potatoes,2019,Midland,Euro Million,3.094200982,3.492326164785553
1683,Potatoes,2020,State,Euro Million,118.3329589,132.6602678251121
1684,Potatoes,2020,Northern and Western,Euro Million,13.03061833,14.608316513452912
1685,Potatoes,2020,Border,Euro Million,12.42305618,13.927193026905828
1686,Potatoes,2020,West,Euro Million,0.60756215,0.6811234865470852
1687,Potatoes,2020,Southern,Euro Million,41.37926364,46.38930901345291
1688,Potatoes,2020,Mid-West,Euro Million,3.291358562,3.6898638587443946
1689,Potatoes,2020,South-East,Euro Million,25.73410203,28.84989016816143
1690,Potatoes,2020,South-West,Euro Million,12.35380304,13.849554977578475
1691,Potatoes,2020,Eastern and Midland,Euro Million,63.92307693,71.66264229820628
1692,Potatoes,2020,Dublin and Mid-East,Euro Million,61.78822,69.26930493273542
1693,Potatoes,2020,Midland,Euro Million,2.134856931,2.3933373665919278
1694,Potatoes,2021,State,Euro Million,174.4908215,190.70035136612026
1695,Potatoes,2021,Northern and Western,Euro Million,17.98595579,19.656782284153007
1696,Potatoes,2021,Border,Euro Million,16.75509972,18.311584393442626
1697,Potatoes,2021,West,Euro Million,1.230856071,1.345197891803279
1698,Potatoes,2021,Southern,Euro Million,57.06214492,62.36299991256831
1699,Potatoes,2021,Mid-West,Euro Million,4.106104011,4.487545367213116
1700,Potatoes,2021,South-East,Euro Million,35.26202737,38.537734830601096
1701,Potatoes,2021,South-West,Euro Million,17.69401353,19.337719704918033
1702,Potatoes,2021,Eastern and Midland,Euro Million,99.44272082,108.68056920218581
1703,Potatoes,2021,Dublin and Mid-East,Euro Million,95.72352821,104.61587782513662
1704,Potatoes,2021,Midland,Euro Million,3.719192606,4.064691372677596
1705,Potatoes,2022,State,Euro Million,162.9502954,167.98999525773192
1706,Potatoes,2022,Northern and Western,Euro Million,17.02381564,17.55032540206185
1707,Potatoes,2022,Border,Euro Million,16.02603954,16.52169024742268
1708,Potatoes,2022,West,Euro Million,0.997776103,1.0286351577319586
1709,Potatoes,2022,Southern,Euro Million,55.86171605,57.58939798969072
1710,Potatoes,2022,Mid-West,Euro Million,7.289340617,7.514784141237112
1711,Potatoes,2022,South-East,Euro Million,32.59250001,33.6005154742268
1712,Potatoes,2022,South-West,Euro Million,15.97987542,16.47409837113402
1713,Potatoes,2022,Eastern and Midland,Euro Million,90.06476371,92.85027186597937
1714,Potatoes,2022,Dublin and Mid-East,Euro Million,86.93492465,89.62363365979381
1715,Potatoes,2022,Midland,Euro Million,3.129839058,3.226638204123711
1716,Forage Plants - Output,2010,State,Euro Million,1045.3,1271.654501216545
1717,Forage Plants - Output,2010,Northern and Western,Euro Million,265.3,322.74939172749396
1718,Forage Plants - Output,2010,Border,Euro Million,125.1,152.1897810218978
1719,Forage Plants - Output,2010,West,Euro Million,140.3,170.68126520681267
1720,Forage Plants - Output,2010,Southern,Euro Million,527.0,641.1192214111923
1721,Forage Plants - Output,2010,Mid-West,Euro Million,170.6,207.5425790754258
1722,Forage Plants - Output,2010,South-East,Euro Million,161.5,196.4720194647202
1723,Forage Plants - Output,2010,South-West,Euro Million,194.9,237.10462287104625
1724,Forage Plants - Output,2010,Eastern and Midland,Euro Million,252.9,307.66423357664235
1725,Forage Plants - Output,2010,Dublin and Mid-East,Euro Million,144.7,176.03406326034062
1726,Forage Plants - Output,2010,Midland,Euro Million,108.3,131.75182481751824
1727,Forage Plants - Output,2011,State,Euro Million,1007.3,1192.0710059171597
1728,Forage Plants - Output,2011,Northern and Western,Euro Million,256.0,302.9585798816568
1729,Forage Plants - Output,2011,Border,Euro Million,118.4,140.11834319526628
1730,Forage Plants - Output,2011,West,Euro Million,137.6,162.84023668639054
1731,Forage Plants - Output,2011,Southern,Euro Million,498.2,589.5857988165681
1732,Forage Plants - Output,2011,Mid-West,Euro Million,160.7,190.17751479289942
1733,Forage Plants - Output,2011,South-East,Euro Million,155.3,183.78698224852073
1734,Forage Plants - Output,2011,South-West,Euro Million,182.1,215.50295857988166
1735,Forage Plants - Output,2011,Eastern and Midland,Euro Million,253.1,299.5266272189349
1736,Forage Plants - Output,2011,Dublin and Mid-East,Euro Million,144.5,171.00591715976333
1737,Forage Plants - Output,2011,Midland,Euro Million,108.6,128.5207100591716
1738,Forage Plants - Output,2012,State,Euro Million,1007.6,1184.0188014101059
1739,Forage Plants - Output,2012,Northern and Western,Euro Million,261.1,306.8155111633373
1740,Forage Plants - Output,2012,Border,Euro Million,122.6,144.06580493537018
1741,Forage Plants - Output,2012,West,Euro Million,138.5,162.74970622796712
1742,Forage Plants - Output,2012,Southern,Euro Million,500.8,588.4841363102233
1743,Forage Plants - Output,2012,Mid-West,Euro Million,163.4,192.0094007050529
1744,Forage Plants - Output,2012,South-East,Euro Million,154.0,180.9635722679201
1745,Forage Plants - Output,2012,South-West,Euro Million,183.4,215.51116333725034
1746,Forage Plants - Output,2012,Eastern and Midland,Euro Million,245.8,288.8366627497063
1747,Forage Plants - Output,2012,Dublin and Mid-East,Euro Million,139.9,164.39482961222095
1748,Forage Plants - Output,2012,Midland,Euro Million,105.9,124.44183313748533
1749,Forage Plants - Output,2013,State,Euro Million,1294.3,1515.573770491803
1750,Forage Plants - Output,2013,Northern and Western,Euro Million,348.4,407.9625292740046
1751,Forage Plants - Output,2013,Border,Euro Million,169.1,198.00936768149882
1752,Forage Plants - Output,2013,West,Euro Million,179.3,209.95316159250586
1753,Forage Plants - Output,2013,Southern,Euro Million,639.4,748.7119437939109
1754,Forage Plants - Output,2013,Mid-West,Euro Million,212.2,248.47775175644026
1755,Forage Plants - Output,2013,South-East,Euro Million,192.5,225.40983606557376
1756,Forage Plants - Output,2013,South-West,Euro Million,234.7,274.8243559718969
1757,Forage Plants - Output,2013,Eastern and Midland,Euro Million,306.5,358.89929742388756
